initiative_key,initiative_name,start_date,end_date,coverage_percentage
4175,Initiative 4175,2018-01-28,2026-11-29,87.4245514434158
4176,Initiative 4176,2023-05-12,2026-07-23,71.62614597194559
4177,Initiative 4177,2017-04-19,2027-11-28,83.02278350879162
4178,Initiative 4178,2020-01-30,2026-10-21,98.5026928385104
4179,Initiative 4179,2015-06-26,2027-04-22,62.32257776335938
4180,Initiative 4180,2022-04-14,2029-01-22,89.75010954938287
4181,Initiative 4181,2017-09-03,2026-01-29,79.51871605900442
4182,Initiative 4182,2023-04-16,2028-08-20,97.49854566218542
4183,Initiative 4183,2023-08-01,2026-10-21,56.72316549769712
4184,Initiative 4184,2016-12-21,2028-12-14,85.98547494225984
4185,Initiative 4185,2018-10-25,2028-02-25,51.85765755172931
4186,Initiative 4186,2023-02-14,2028-01-01,62.32767403071361
4187,Initiative 4187,2017-04-19,2026-11-29,66.0427265033059
4188,Initiative 4188,2021-10-03,2026-12-22,71.61278802460166
4189,Initiative 4189,2020-11-05,2026-11-29,98.2649988562398
4190,Initiative 4190,2019-03-09,2028-05-05,53.38007008647465
4191,Initiative 4191,2023-04-16,2029-06-12,58.44914321766214
4192,Initiative 4192,2018-04-20,2026-01-29,60.15236130927226
4193,Initiative 4193,2018-05-03,2029-06-12,71.19983511577868
4194,Initiative 4194,2020-01-30,2026-09-22,53.034993457205694
4195,Initiative 4195,2017-04-19,2026-05-28,98.27097732725345
4196,Initiative 4196,2019-11-30,2027-03-02,77.99258455891109
4197,Initiative 4197,2021-06-02,2027-02-22,90.66434514612857
4198,Initiative 4198,2018-08-25,2025-03-26,88.62492152820067
4199,Initiative 4199,2018-10-25,2026-06-05,83.0412568010754
4200,Initiative 4200,2023-03-18,2029-05-22,95.22047093155109
4201,Initiative 4201,2022-06-12,2026-08-11,95.11918560788516
4202,Initiative 4202,2017-07-22,2028-12-14,56.388591483240866
4203,Initiative 4203,2015-07-31,2029-09-01,95.09641495621167
4204,Initiative 4204,2018-05-03,2029-09-28,76.19455176914542
4205,Initiative 4205,2021-09-23,2029-05-04,63.40348567409491
4206,Initiative 4206,2018-06-22,2029-05-02,80.42502334282194
4207,Initiative 4207,2021-09-05,2028-07-21,64.04517999547515
4208,Initiative 4208,2015-07-01,2027-01-16,73.95039313262149
4209,Initiative 4209,2018-03-02,2026-11-29,90.82189243276281
4210,Initiative 4210,2015-06-20,2029-02-17,51.60989879726527
4211,Initiative 4211,2016-04-01,2026-07-23,59.15444957829759
4212,Initiative 4212,2020-01-30,2027-11-05,97.82913375614305
4213,Initiative 4213,2020-11-02,2029-07-31,72.25491867146269
4214,Initiative 4214,2018-04-20,2029-09-28,65.1662122237726
4215,Initiative 4215,2023-08-01,2025-12-05,96.16397706470684
4216,Initiative 4216,2015-06-01,2026-01-29,95.56069554690868
4217,Initiative 4217,2023-05-12,2029-11-14,52.21212285489114
4218,Initiative 4218,2018-06-22,2026-03-07,68.12390082029452
4219,Initiative 4219,2020-05-20,2028-08-20,95.64108248858122
4220,Initiative 4220,2016-11-16,2029-06-12,58.98859846778186
4221,Initiative 4221,2015-02-14,2028-12-14,78.91067547615577
4222,Initiative 4222,2015-06-20,2029-09-28,66.03890068350769
4223,Initiative 4223,2022-03-11,2029-05-16,86.82827170597625
4224,Initiative 4224,2015-12-24,2026-12-22,57.91312373071961
4225,Initiative 4225,2015-12-16,2026-01-03,79.80265901603919
4226,Initiative 4226,2019-06-15,2029-10-03,50.00042161056521
4227,Initiative 4227,2024-06-27,2029-03-09,62.62818777549488
4228,Initiative 4228,2019-03-09,2029-07-08,58.10826057553522
4229,Initiative 4229,2015-02-14,2025-10-22,60.49153559910131
4230,Initiative 4230,2016-07-19,2025-11-07,93.0213146153056
4231,Initiative 4231,2018-10-25,2029-07-31,95.73982927334569
4232,Initiative 4232,2016-04-11,2029-02-17,87.75157865044577
4233,Initiative 4233,2015-05-11,2028-02-25,79.50532649253482
4234,Initiative 4234,2018-05-03,2029-02-23,61.542825793152716
4235,Initiative 4235,2015-06-20,2025-04-01,63.73606892126493
4236,Initiative 4236,2019-10-01,2026-11-29,65.49448865525811
4237,Initiative 4237,2018-01-28,2026-09-22,88.85027302479764
4238,Initiative 4238,2015-06-20,2028-06-05,62.644215391835
4239,Initiative 4239,2018-06-21,2029-08-18,98.66947126851568
4240,Initiative 4240,2017-09-03,2025-02-11,89.82317606284496
4241,Initiative 4241,2015-11-20,2029-05-04,99.98588614980987
4242,Initiative 4242,2016-11-16,2025-09-21,72.95892816986022
4243,Initiative 4243,2023-04-16,2027-07-17,79.4664092498158
4244,Initiative 4244,2023-10-21,2025-01-05,64.02007725455272
4245,Initiative 4245,2019-10-01,2029-11-20,80.18722935176203
4246,Initiative 4246,2021-06-02,2027-10-27,98.6950142672722
4247,Initiative 4247,2016-07-16,2029-08-18,51.51901075841463
4248,Initiative 4248,2016-02-24,2029-07-31,64.46443962043955
4249,Initiative 4249,2023-05-11,2029-07-08,64.06470848951466
4250,Initiative 4250,2021-09-05,2028-11-10,99.11849325226396
4251,Initiative 4251,2015-02-14,2025-09-21,56.63246937119811
4252,Initiative 4252,2017-07-22,2029-01-19,90.61800907150177
4253,Initiative 4253,2023-05-11,2026-08-11,63.72769231678221
4254,Initiative 4254,2015-12-16,2027-05-26,93.03014899390615
4255,Initiative 4255,2021-06-02,2027-11-05,74.38754506701554
4256,Initiative 4256,2016-12-21,2025-11-14,62.113054257618856
4257,Initiative 4257,2019-03-21,2028-04-24,85.4866507795323
4258,Initiative 4258,2023-05-29,2025-12-11,92.0790381702345
4259,Initiative 4259,2016-12-05,2026-10-19,73.5069604606037
4260,Initiative 4260,2023-10-21,2027-04-22,85.69946378571782
4261,Initiative 4261,2023-05-29,2025-03-26,59.07912619627871
4262,Initiative 4262,2016-11-16,2029-07-08,96.880609038908
4263,Initiative 4263,2015-10-18,2029-11-20,54.822475319055975
4264,Initiative 4264,2016-02-02,2027-03-02,61.097535448567925
4265,Initiative 4265,2018-05-03,2028-09-14,64.41798830384546
4266,Initiative 4266,2018-03-02,2027-04-22,57.637650013557604
4267,Initiative 4267,2019-11-30,2029-11-20,70.33401660878312
4268,Initiative 4268,2015-06-03,2027-07-17,72.88680139490516
4269,Initiative 4269,2021-09-23,2025-03-26,75.92946287728766
4270,Initiative 4270,2015-11-26,2026-05-28,52.03997737778055
4271,Initiative 4271,2023-05-29,2029-02-17,60.955303498868965
4272,Initiative 4272,2017-07-22,2028-08-12,90.38816256060105
4273,Initiative 4273,2022-04-14,2028-05-05,90.5302327284892
4274,Initiative 4274,2024-04-16,2027-03-26,66.50033758771734
4275,Initiative 4275,2023-05-29,2026-10-19,73.0587180718619
4276,Initiative 4276,2021-05-22,2029-03-01,59.172646386480714
4277,Initiative 4277,2021-09-23,2025-04-01,91.10699452109336
4278,Initiative 4278,2018-07-11,2025-11-14,97.83418608227197
4279,Initiative 4279,2016-04-01,2026-08-11,64.56764301282529
4280,Initiative 4280,2015-11-20,2028-05-17,89.09689635776662
4281,Initiative 4281,2019-10-01,2026-03-05,67.61945681150613
4282,Initiative 4282,2015-03-01,2028-08-20,50.131696078722904
4283,Initiative 4283,2015-03-01,2025-03-26,79.98638632955132
4284,Initiative 4284,2016-11-16,2026-11-29,70.51993267046285
4285,Initiative 4285,2015-12-24,2028-07-21,87.92175132475799
4286,Initiative 4286,2022-10-25,2027-09-26,87.43820400688733
4287,Initiative 4287,2020-01-30,2029-02-17,97.301562206125
4288,Initiative 4288,2016-04-11,2028-02-25,71.89095044546741
4289,Initiative 4289,2015-10-18,2029-06-07,74.12559517753539
4290,Initiative 4290,2021-09-23,2028-05-05,70.02026536899416
4291,Initiative 4291,2018-10-25,2025-02-11,64.84694385113599
4292,Initiative 4292,2020-11-13,2026-03-17,81.8921107454986
4293,Initiative 4293,2018-03-02,2028-01-08,91.40183814812764
4294,Initiative 4294,2019-06-15,2027-04-22,57.890533727245796
4295,Initiative 4295,2017-07-31,2028-09-25,99.09196638800091
4296,Initiative 4296,2016-04-11,2025-11-14,84.19036818174605
4297,Initiative 4297,2023-10-21,2026-06-05,89.0055508115487
4298,Initiative 4298,2015-06-26,2026-08-11,99.9427292948352
4299,Initiative 4299,2020-05-03,2029-05-22,75.20157482894552
4300,Initiative 4300,2024-11-01,2025-12-05,53.564562828044785
4301,Initiative 4301,2015-06-26,2029-09-01,89.51458634694617
4302,Initiative 4302,2019-02-23,2029-05-04,93.53830138057057
4303,Initiative 4303,2023-10-21,2027-05-26,58.119857505318755
4304,Initiative 4304,2021-03-24,2027-03-02,51.206871092126974
4305,Initiative 4305,2023-06-08,2029-03-09,56.79118384633413
4306,Initiative 4306,2015-12-24,2028-01-01,66.19832070500779
4307,Initiative 4307,2016-12-05,2029-02-23,96.21405186927328
4308,Initiative 4308,2023-03-18,2029-05-21,50.12335969120922
4309,Initiative 4309,2018-09-06,2028-06-20,90.18989478634373
4310,Initiative 4310,2016-02-24,2029-09-01,92.74273681057252
4311,Initiative 4311,2021-10-26,2028-07-20,90.55261630264908
4312,Initiative 4312,2021-10-03,2027-01-16,54.1107177821849
4313,Initiative 4313,2018-06-22,2029-11-14,83.95949994278774
4314,Initiative 4314,2023-01-17,2029-07-31,97.69518117496077
4315,Initiative 4315,2021-01-23,2029-06-30,56.0181384261105
4316,Initiative 4316,2018-09-03,2026-01-03,51.58408991078733
4317,Initiative 4317,2023-05-12,2026-10-19,93.68295158459648
4318,Initiative 4318,2021-10-03,2029-11-20,82.2464834201604
4319,Initiative 4319,2019-11-30,2026-12-08,82.32177328702758
4320,Initiative 4320,2023-01-17,2027-04-22,98.22157144636458
4321,Initiative 4321,2016-02-02,2027-11-05,88.48827917945995
4322,Initiative 4322,2016-07-19,2029-02-17,69.87224428174622
4323,Initiative 4323,2023-11-13,2027-11-28,71.79205586501712
4324,Initiative 4324,2022-09-09,2026-10-09,57.23464899879038
4325,Initiative 4325,2015-11-26,2027-03-09,65.20249334493475
4326,Initiative 4326,2016-06-01,2029-02-17,72.27018577408288
4327,Initiative 4327,2019-01-15,2028-12-14,63.05427133891231
4328,Initiative 4328,2019-06-15,2025-03-05,95.79364240721122
4329,Initiative 4329,2023-07-17,2028-02-25,50.590133680922264
4330,Initiative 4330,2023-04-16,2029-05-21,79.35110448401839
4331,Initiative 4331,2015-11-26,2027-03-09,88.58040645181264
4332,Initiative 4332,2023-05-29,2028-02-25,86.60544982382889
4333,Initiative 4333,2019-11-30,2027-03-09,82.18664795645151
4334,Initiative 4334,2021-06-02,2029-05-21,70.51677472987187
4335,Initiative 4335,2018-09-03,2029-05-04,95.92386163526686
4336,Initiative 4336,2016-04-11,2029-07-31,66.4473168985234
4337,Initiative 4337,2015-11-20,2026-08-11,87.50670631419658
4338,Initiative 4338,2017-09-03,2028-01-26,96.33254858992143
4339,Initiative 4339,2015-05-12,2027-08-13,56.419181145976594
4340,Initiative 4340,2021-05-22,2028-05-15,97.35405240095501
4341,Initiative 4341,2017-09-03,2026-01-03,88.80163506234953
4342,Initiative 4342,2022-10-13,2029-11-20,80.82958315205991
4343,Initiative 4343,2021-01-23,2028-09-25,68.66993528124812
4344,Initiative 4344,2019-06-15,2029-05-16,95.21327125898799
4345,Initiative 4345,2020-05-20,2026-01-03,52.202146810695666
4346,Initiative 4346,2020-05-20,2029-02-23,71.59145277227522
4347,Initiative 4347,2016-07-16,2026-05-17,87.83169487920465
4348,Initiative 4348,2019-08-09,2029-05-22,90.5570221228584
4349,Initiative 4349,2023-10-21,2027-06-19,60.11392486654018
4350,Initiative 4350,2018-05-03,2029-09-28,52.38023260079405
4351,Initiative 4351,2016-12-05,2027-04-19,90.14255776268007
4352,Initiative 4352,2020-05-03,2025-03-05,71.0946133860591
4353,Initiative 4353,2023-07-17,2027-10-21,57.17618650412834
4354,Initiative 4354,2019-03-17,2028-06-20,54.27841740540655
4355,Initiative 4355,2019-03-17,2025-12-11,82.03197852567178
4356,Initiative 4356,2015-03-15,2025-12-05,79.14089328011525
4357,Initiative 4357,2016-02-24,2029-01-19,92.69951883507485
4358,Initiative 4358,2021-09-21,2028-04-24,51.57835061362421
4359,Initiative 4359,2018-10-25,2026-10-19,93.42136165837667
4360,Initiative 4360,2022-09-09,2028-09-14,94.36215547028274
4361,Initiative 4361,2024-04-16,2029-03-09,72.31498387312628
4362,Initiative 4362,2021-06-02,2029-11-20,53.83332239093808
4363,Initiative 4363,2018-07-11,2027-08-14,97.33716023011574
4364,Initiative 4364,2021-08-14,2026-12-08,53.60149526640854
4365,Initiative 4365,2015-02-14,2027-02-22,79.5337655223091
4366,Initiative 4366,2023-03-18,2026-03-07,74.65782513364104
4367,Initiative 4367,2023-08-01,2028-11-10,91.75432281640292
4368,Initiative 4368,2021-09-05,2029-05-22,75.13034263529798
4369,Initiative 4369,2019-04-30,2028-08-12,73.45601408530234
4370,Initiative 4370,2020-05-03,2025-09-21,94.0325073189446
4371,Initiative 4371,2018-09-06,2027-03-02,98.2005041382418
4372,Initiative 4372,2023-03-18,2027-03-26,77.46350541994035
4373,Initiative 4373,2018-10-25,2029-01-19,72.73619654208599
4374,Initiative 4374,2018-08-25,2026-12-08,91.5547571607201
4375,Initiative 4375,2020-11-05,2029-05-16,91.55467306949157
4376,Initiative 4376,2021-08-14,2027-09-26,65.9690858042666
4377,Initiative 4377,2020-11-05,2029-07-31,78.81118277110019
4378,Initiative 4378,2017-09-03,2025-03-05,57.70584906777998
4379,Initiative 4379,2020-11-05,2029-03-09,81.77709946896613
4380,Initiative 4380,2019-11-30,2029-08-02,91.6994506771425
4381,Initiative 4381,2020-05-03,2028-09-25,59.37575424361125
4382,Initiative 4382,2019-08-09,2026-10-19,66.1523523162376
4383,Initiative 4383,2018-09-06,2027-11-05,72.44671418612164
4384,Initiative 4384,2021-03-24,2027-03-09,92.2540032062907
4385,Initiative 4385,2022-04-14,2028-11-10,86.56850056203382
4386,Initiative 4386,2019-03-21,2028-07-20,65.8435194120011
4387,Initiative 4387,2018-09-06,2026-07-23,62.15167768351935
4388,Initiative 4388,2018-05-03,2027-10-27,84.78523550230605
4389,Initiative 4389,2018-04-20,2028-06-05,73.99437325200662
4390,Initiative 4390,2022-10-25,2025-03-26,79.67771122747013
4391,Initiative 4391,2015-12-24,2028-12-14,82.43487296380276
4392,Initiative 4392,2023-02-14,2027-08-13,77.93433667659588
4393,Initiative 4393,2016-02-24,2026-11-29,80.65360149410232
4394,Initiative 4394,2018-01-28,2026-12-08,94.37515762562123
4395,Initiative 4395,2018-01-28,2026-01-29,93.4099463738739
4396,Initiative 4396,2015-03-15,2029-10-03,57.45171366297147
4397,Initiative 4397,2018-06-22,2027-10-27,79.3248357292912
4398,Initiative 4398,2021-09-23,2028-12-14,71.96509983346219
4399,Initiative 4399,2016-04-11,2025-01-05,64.27600375325925
4400,Initiative 4400,2016-10-22,2028-06-20,81.55737047088992
4401,Initiative 4401,2020-05-20,2025-04-01,75.54417670450613
4402,Initiative 4402,2016-04-01,2028-07-21,88.74520326649
4403,Initiative 4403,2016-07-19,2026-12-21,54.67154947958481
4404,Initiative 4404,2023-02-14,2028-07-20,65.13403746860517
4405,Initiative 4405,2015-06-26,2029-08-18,51.28911294138815
4406,Initiative 4406,2018-09-03,2029-08-27,87.29798768177402
4407,Initiative 4407,2016-12-21,2027-03-26,95.62286665042083
4408,Initiative 4408,2015-12-16,2028-01-08,79.36881703243186
4409,Initiative 4409,2021-09-05,2028-11-10,80.84895798330197
4410,Initiative 4410,2020-11-02,2029-07-08,52.32125608317953
4411,Initiative 4411,2015-10-18,2026-01-03,75.18906491181056
4412,Initiative 4412,2023-06-08,2029-08-02,76.34361163091015
4413,Initiative 4413,2024-09-21,2025-02-11,51.94872428797112
4414,Initiative 4414,2016-12-21,2028-05-15,89.11935698747912
4415,Initiative 4415,2023-01-17,2025-04-19,63.916006871415334
4416,Initiative 4416,2015-07-01,2029-05-16,86.1723503405625
4417,Initiative 4417,2019-10-01,2029-02-17,70.14626734349122
4418,Initiative 4418,2016-04-01,2026-08-20,99.78230687240537
4419,Initiative 4419,2016-12-21,2025-01-06,60.610257310356715
4420,Initiative 4420,2017-09-03,2029-05-04,52.91177956453003
4421,Initiative 4421,2022-10-13,2029-06-30,98.99527466002442
4422,Initiative 4422,2015-03-01,2029-02-23,62.19210090377825
4423,Initiative 4423,2019-10-01,2027-09-26,81.76655935579149
4424,Initiative 4424,2023-01-17,2027-11-05,68.7284109907614
4425,Initiative 4425,2016-04-01,2027-08-30,81.98139284173301
4426,Initiative 4426,2018-09-03,2027-03-26,79.80292947107375
4427,Initiative 4427,2018-05-03,2029-03-09,85.36369406446315
4428,Initiative 4428,2015-06-03,2027-08-30,50.92216779883459
4429,Initiative 4429,2024-07-20,2027-03-09,91.80971085770005
4430,Initiative 4430,2016-10-22,2025-03-26,73.93329321101196
4431,Initiative 4431,2020-11-13,2029-07-08,75.94264008357216
4432,Initiative 4432,2019-04-30,2029-05-04,70.5512595520063
4433,Initiative 4433,2021-09-21,2027-11-28,99.46912411365236
4434,Initiative 4434,2021-09-23,2028-05-17,90.07856870473518
4435,Initiative 4435,2021-10-26,2025-01-06,65.56966875149043
4436,Initiative 4436,2019-01-15,2028-11-10,89.15356373943771
4437,Initiative 4437,2016-04-01,2029-08-02,71.84967636276322
4438,Initiative 4438,2015-07-01,2028-01-08,93.50066713478238
4439,Initiative 4439,2015-11-20,2029-08-02,51.54232476322677
4440,Initiative 4440,2021-09-23,2028-02-25,67.7703249326239
4441,Initiative 4441,2021-09-23,2029-02-23,71.49095779808609
4442,Initiative 4442,2017-09-03,2028-08-12,87.21247898636085
4443,Initiative 4443,2022-03-11,2027-10-21,59.11501332945615
4444,Initiative 4444,2016-07-19,2029-07-31,64.31405471969225
4445,Initiative 4445,2015-07-31,2026-11-29,86.19401461931321
4446,Initiative 4446,2015-11-20,2029-08-18,53.842182960491044
4447,Initiative 4447,2016-11-16,2029-10-03,60.056214738352224
4448,Initiative 4448,2021-10-03,2028-09-25,87.66832811709207
4449,Initiative 4449,2018-10-25,2029-08-27,93.77643254664427
4450,Initiative 4450,2015-12-24,2027-03-02,86.4414025398294
4451,Initiative 4451,2022-10-13,2028-09-14,76.35691425654265
4452,Initiative 4452,2018-01-28,2027-11-28,54.9530650595388
4453,Initiative 4453,2023-02-14,2029-05-04,91.36128714901477
4454,Initiative 4454,2023-10-21,2027-11-05,56.201949858555764
4455,Initiative 4455,2016-04-10,2027-01-16,69.25392265557105
4456,Initiative 4456,2022-10-28,2027-09-26,52.524967217266656
4457,Initiative 4457,2015-02-14,2029-09-28,85.48375474397079
4458,Initiative 4458,2019-01-15,2026-03-07,75.17474821966063
4459,Initiative 4459,2021-01-23,2029-05-22,95.38038667077183
4460,Initiative 4460,2015-06-03,2026-09-22,56.93712477972899
4461,Initiative 4461,2022-10-13,2028-07-21,90.95829751884062
4462,Initiative 4462,2016-11-16,2026-01-03,75.53343789787642
4463,Initiative 4463,2015-11-20,2028-09-14,68.30461916786035
4464,Initiative 4464,2019-04-30,2029-07-08,82.17834429430154
4465,Initiative 4465,2019-03-17,2027-10-27,89.52086849973851
4466,Initiative 4466,2015-02-14,2027-04-22,72.01426367056222
4467,Initiative 4467,2015-10-18,2026-06-05,61.64028401688756
4468,Initiative 4468,2015-03-15,2028-01-08,95.78945747491507
4469,Initiative 4469,2018-01-28,2028-12-14,65.64988720719946
4470,Initiative 4470,2023-06-08,2029-07-31,99.91182219487541
4471,Initiative 4471,2017-07-22,2025-02-11,88.36624644782628
4472,Initiative 4472,2021-10-26,2029-08-02,84.39095874568292
4473,Initiative 4473,2015-07-31,2027-10-27,50.61998639159434
4474,Initiative 4474,2015-05-11,2028-09-14,72.42656629642123
4475,Initiative 4475,2018-01-28,2027-08-30,75.12305378436888
4476,Initiative 4476,2015-07-31,2027-11-28,68.81881980933957
4477,Initiative 4477,2021-10-26,2029-08-27,57.49865502507037
4478,Initiative 4478,2022-10-28,2026-09-22,68.37252221275541
4479,Initiative 4479,2023-03-18,2029-01-19,53.74866705955044
4480,Initiative 4480,2020-01-17,2028-02-25,64.54594598500209
4481,Initiative 4481,2018-10-25,2026-08-11,54.183963781153096
4482,Initiative 4482,2019-03-17,2029-03-01,87.62117269112424
4483,Initiative 4483,2022-10-28,2026-10-19,83.55786465872167
4484,Initiative 4484,2021-03-24,2027-03-26,96.99665684145353
4485,Initiative 4485,2019-03-09,2028-05-17,68.9964410987711
4486,Initiative 4486,2018-08-25,2027-09-26,89.31004789979367
4487,Initiative 4487,2016-06-01,2027-10-27,79.38036013674636
4488,Initiative 4488,2017-07-22,2029-03-09,82.30517140463084
4489,Initiative 4489,2019-08-09,2026-08-11,77.37306348821998
4490,Initiative 4490,2015-11-20,2029-03-09,88.95800702303706
4491,Initiative 4491,2016-07-19,2027-01-07,52.09957159572743
4492,Initiative 4492,2021-06-02,2028-04-24,54.02440819572528
4493,Initiative 4493,2015-06-11,2029-05-22,54.796188498809514
4494,Initiative 4494,2015-11-20,2029-05-22,64.43453670313177
4495,Initiative 4495,2024-06-27,2027-04-22,79.55643947741946
4496,Initiative 4496,2023-11-13,2028-08-20,82.28087747672332
4497,Initiative 4497,2015-03-15,2028-01-26,85.63018350947524
4498,Initiative 4498,2015-06-11,2028-08-20,64.03816119423789
4499,Initiative 4499,2015-03-01,2028-06-20,82.51063719492248
4500,Initiative 4500,2023-05-11,2029-07-31,55.88449963790338
4501,Initiative 4501,2019-10-01,2027-03-02,50.498960502932874
4502,Initiative 4502,2022-10-28,2029-07-31,84.734039377525
4503,Initiative 4503,2023-05-29,2028-01-01,85.78061042402919
4504,Initiative 4504,2020-01-30,2026-12-21,81.10713539620554
4505,Initiative 4505,2023-02-14,2029-11-11,62.943497454849854
4506,Initiative 4506,2022-02-17,2025-09-21,96.3734230290913
4507,Initiative 4507,2016-07-19,2027-11-05,93.78377915651242
4508,Initiative 4508,2015-06-20,2029-08-02,75.77702803095876
4509,Initiative 4509,2018-03-02,2029-01-22,99.45698755226458
4510,Initiative 4510,2015-07-01,2027-11-28,64.93097782777483
4511,Initiative 4511,2018-04-20,2027-08-14,74.55671423351822
4512,Initiative 4512,2019-02-23,2029-11-11,96.3960885926558
4513,Initiative 4513,2016-11-16,2028-04-24,73.10610663017579
4514,Initiative 4514,2023-05-26,2029-09-01,73.55041138725937
4515,Initiative 4515,2024-11-01,2027-05-26,53.96963006670532
4516,Initiative 4516,2024-04-16,2029-08-02,60.567319974494325
4517,Initiative 4517,2021-09-23,2028-07-20,57.89326130068487
4518,Initiative 4518,2023-05-12,2027-04-19,78.26329351968567
4519,Initiative 4519,2015-07-31,2029-05-02,65.92457855083475
4520,Initiative 4520,2022-02-17,2025-11-07,53.85152295980349
4521,Initiative 4521,2020-01-30,2027-09-26,75.49861961674836
4522,Initiative 4522,2022-10-13,2028-08-12,83.46085808145702
4523,Initiative 4523,2015-11-20,2029-06-30,86.82633686612255
4524,Initiative 4524,2021-06-02,2026-03-07,91.87589537006946
4525,Initiative 4525,2023-08-01,2026-01-03,74.09781974099644
4526,Initiative 4526,2021-09-23,2027-02-22,69.5305928741011
4527,Initiative 4527,2022-06-12,2027-11-05,84.20608931387976
4528,Initiative 4528,2023-03-18,2026-01-29,50.6682376335746
4529,Initiative 4529,2019-03-09,2027-01-07,81.67632931966455
4530,Initiative 4530,2016-04-01,2028-07-20,70.28409620577922
4531,Initiative 4531,2021-06-02,2028-02-25,72.64376431686163
4532,Initiative 4532,2023-05-29,2026-05-28,64.81347667081702
4533,Initiative 4533,2018-01-28,2025-11-07,56.36377587930515
4534,Initiative 4534,2020-11-13,2028-02-25,70.07123320871042
4535,Initiative 4535,2018-10-25,2027-10-27,65.41011650794992
4536,Initiative 4536,2016-02-02,2029-06-30,98.00591864432455
4537,Initiative 4537,2020-11-02,2029-09-01,97.17697158680133
4538,Initiative 4538,2016-02-24,2029-05-02,82.19586325396091
4539,Initiative 4539,2016-07-19,2026-07-23,95.18506551990762
4540,Initiative 4540,2019-02-23,2026-10-21,87.56373888837464
4541,Initiative 4541,2019-11-30,2025-11-14,67.2945744563388
4542,Initiative 4542,2020-11-13,2029-02-23,80.19503336371524
4543,Initiative 4543,2019-04-30,2026-01-29,61.0161786799743
4544,Initiative 4544,2022-03-11,2029-03-01,84.36041254719079
4545,Initiative 4545,2022-06-12,2028-08-20,52.24037859504113
4546,Initiative 4546,2016-07-19,2026-03-17,91.5670874349525
4547,Initiative 4547,2018-03-02,2027-10-21,79.16149121544808
4548,Initiative 4548,2021-03-24,2027-04-19,52.92191733613594
4549,Initiative 4549,2020-11-05,2027-10-21,93.58805826637345
4550,Initiative 4550,2023-05-12,2026-01-03,93.8850705452533
4551,Initiative 4551,2020-11-13,2028-05-15,92.6407918989159
4552,Initiative 4552,2019-04-30,2028-06-20,88.71509884093615
4553,Initiative 4553,2019-11-30,2029-01-19,83.89627076317981
4554,Initiative 4554,2018-08-25,2026-10-19,69.84545609392916
4555,Initiative 4555,2024-11-01,2026-07-23,56.81695836432277
4556,Initiative 4556,2015-06-20,2027-11-28,64.4387637516611
4557,Initiative 4557,2017-07-31,2028-09-25,67.35385691757172
4558,Initiative 4558,2018-05-03,2028-06-20,67.90382336823957
4559,Initiative 4559,2018-07-11,2027-02-22,78.2744807563661
4560,Initiative 4560,2023-06-08,2028-08-12,60.41914040728861
4561,Initiative 4561,2018-06-21,2027-01-16,59.483056453437506
4562,Initiative 4562,2016-04-11,2026-05-17,85.84813509673705
4563,Initiative 4563,2019-03-09,2027-04-22,50.37502752152581
4564,Initiative 4564,2017-07-31,2028-05-05,57.47597177065137
4565,Initiative 4565,2017-04-19,2027-10-21,71.74790411289857
4566,Initiative 4566,2015-07-01,2025-02-11,57.45415830599474
4567,Initiative 4567,2022-10-25,2029-11-20,97.99062756594714
4568,Initiative 4568,2018-06-22,2027-06-19,83.50519757341715
4569,Initiative 4569,2021-10-26,2028-09-25,71.63847557722633
4570,Initiative 4570,2016-12-21,2026-12-08,55.6127673933398
4571,Initiative 4571,2019-03-17,2025-02-11,69.2593145077314
4572,Initiative 4572,2022-02-17,2029-05-04,82.53008343389803
4573,Initiative 4573,2023-06-08,2029-09-28,98.44071016790335
4574,Initiative 4574,2023-05-11,2029-07-08,73.63436818204005
4575,Initiative 4575,2017-09-03,2026-08-20,84.6206123046203
4576,Initiative 4576,2019-08-21,2029-02-17,59.76794986633615
4577,Initiative 4577,2018-03-02,2026-01-29,81.18166853678316
4578,Initiative 4578,2022-04-14,2026-12-08,61.95274499535085
4579,Initiative 4579,2017-09-03,2027-01-16,59.90670260578728
4580,Initiative 4580,2023-01-17,2029-11-11,75.46102808350334
4581,Initiative 4581,2023-05-11,2025-11-14,60.58321487168
4582,Initiative 4582,2021-06-02,2025-01-06,86.0663763612114
4583,Initiative 4583,2019-03-21,2027-03-09,96.8668295483169
4584,Initiative 4584,2016-06-01,2029-05-16,69.68010511973674
4585,Initiative 4585,2019-08-09,2026-05-17,66.12307017133634
4586,Initiative 4586,2015-02-14,2028-01-08,58.79424468013546
4587,Initiative 4587,2015-06-20,2028-05-05,69.51982137937478
4588,Initiative 4588,2018-09-06,2028-06-27,77.98170452660284
4589,Initiative 4589,2016-07-16,2028-08-12,68.64847064965363
4590,Initiative 4590,2021-09-21,2027-03-26,81.15381092494422
4591,Initiative 4591,2023-11-13,2028-07-20,83.12117074766063
4592,Initiative 4592,2016-06-01,2026-10-19,54.89147810073727
4593,Initiative 4593,2021-01-23,2029-09-01,84.8891353004806
4594,Initiative 4594,2023-06-08,2026-03-17,95.01587654558358
4595,Initiative 4595,2018-04-20,2025-03-05,51.31260743047542
4596,Initiative 4596,2018-01-28,2025-10-22,77.56761052994297
4597,Initiative 4597,2021-01-23,2027-08-30,80.19371868767996
