location_key,district,region,population_density,terrain_type,distance_to_nearest_health_center,regional_health_policy
5327,North Noahstad,Adamawa,756,Mountainous,44.94522719934186,Policy B
5328,Ericmouth,North,416,Hilly,12.507571543447861,Policy A
5329,New Jessica,Far North,329,Mountainous,17.980320767418235,Policy B
5330,New Kellystad,Littoral,332,Mountainous,47.53394518549306,Policy A
5331,Ericmouth,Northwest,89,Mountainous,29.134876806677518,Policy A
5332,Port Keith,Littoral,238,Mountainous,18.605690188669588,Policy B
5333,Herrerafurt,Southwest,213,Hilly,47.50530627816477,Policy C
5334,Jacquelineland,East,585,Mountainous,16.789332136056583,Policy C
5335,Ramirezstad,East,585,Flat,5.196100277421398,Policy B
5336,Port Keith,Southwest,53,Hilly,49.84401994904128,Policy C
5337,Lake Chad,Center,884,Mountainous,13.758323567666235,Policy B
5338,Robinsonshire,Far North,339,Mountainous,42.63726351063057,Policy C
5339,Robinsonshire,Northwest,482,Mountainous,8.69426934374282,Policy B
5340,North Judithbury,Far North,520,Hilly,36.70202160298021,Policy B
5341,Lake Debra,Center,230,Flat,26.460245026376477,Policy C
5342,Lake Roberto,Adamawa,297,Mountainous,49.054874635361415,Policy A
5343,Ericmouth,Northwest,677,Mountainous,27.865102626573776,Policy C
5344,New Roberttown,Southwest,328,Mountainous,1.7382500185972791,Policy B
5345,Lisatown,North,926,Hilly,30.39196048639235,Policy B
5346,Robinsonshire,East,630,Hilly,7.693164588662989,Policy A
5347,New Kellystad,Southwest,912,Flat,40.02777530646331,Policy C
5348,East Jessetown,East,303,Hilly,42.90012572625,Policy A
5349,East Jessetown,Littoral,230,Mountainous,24.363629180338357,Policy B
5350,New Roberttown,Littoral,879,Mountainous,39.26946212408878,Policy A
5351,Port Jesseville,Northwest,730,Mountainous,7.682981406339454,Policy A
5352,West Michael,Northwest,874,Flat,24.85787023351448,Policy A
5353,East Jill,Northwest,558,Flat,20.00024110218394,Policy C
5354,North Judithbury,Center,810,Hilly,30.760210659127527,Policy A
5355,New Kellystad,East,749,Hilly,2.7016208457564193,Policy A
5356,Ramirezstad,East,615,Hilly,37.73008049330706,Policy C
5357,New Roberttown,North,375,Flat,4.416899828996842,Policy B
5358,East Jessetown,Far North,406,Flat,32.99534011774316,Policy A
5359,Ericmouth,Center,874,Flat,1.413632664227239,Policy A
5360,New Jessica,North,699,Mountainous,41.67845915595811,Policy B
5361,Lake Debra,Littoral,729,Flat,9.147631696077175,Policy C
5362,New Roberttown,Far North,440,Mountainous,26.01712506086103,Policy C
5363,New Kellystad,East,664,Hilly,13.443898734517157,Policy B
5364,North Noahstad,Center,983,Hilly,36.27103650202289,Policy A
5365,Lake Roberto,Adamawa,134,Flat,16.4068794593912,Policy C
5366,Lake Roberto,Far North,366,Flat,36.368155082621705,Policy A
5367,North Noahstad,Far North,261,Flat,14.601124738356088,Policy A
5368,Port Keith,Littoral,564,Flat,37.74741800132012,Policy B
5369,Lake Debra,Littoral,433,Mountainous,2.0149720686767596,Policy A
5370,Lake Debra,Littoral,740,Mountainous,14.523911101005499,Policy A
5371,Ramirezstad,Adamawa,391,Mountainous,25.182358568793806,Policy B
5372,Robinsonshire,North,864,Mountainous,2.7304493050264114,Policy C
5373,North Judithbury,East,893,Mountainous,9.708686037878293,Policy B
5374,East Jill,Far North,87,Mountainous,46.75958059123956,Policy C
5375,Herrerafurt,Southwest,560,Flat,48.853296126419366,Policy B
5376,Cassandraton,Northwest,469,Mountainous,37.11762239582904,Policy A
5377,Port Jesseville,Littoral,800,Flat,12.983902505537186,Policy C
5378,Port Keith,Center,218,Hilly,13.395613549080466,Policy C
5379,West Michael,Northwest,958,Mountainous,32.46662271085611,Policy A
5380,Ericmouth,Littoral,392,Hilly,6.321181021635738,Policy C
5381,West Michael,Northwest,875,Mountainous,47.44131433130315,Policy C
5382,Port Keith,Southwest,355,Hilly,11.628238525754137,Policy C
5383,Lake Debra,East,591,Flat,49.98196345855947,Policy A
5384,West Michael,North,751,Hilly,25.03882286747179,Policy A
5385,Robinsonshire,Adamawa,918,Flat,38.68578445515035,Policy A
5386,Jacquelineland,East,586,Flat,0.608112678025083,Policy A
5387,New Jessica,Littoral,161,Mountainous,44.49294703520627,Policy C
5388,Port Keith,Northwest,460,Flat,13.865101216638731,Policy A
5389,Jacquelineland,Far North,996,Flat,33.56286885512923,Policy C
5390,Lake Chad,Littoral,255,Mountainous,40.41458639928269,Policy B
5391,Ramirezstad,Center,234,Hilly,8.625313157670602,Policy B
5392,West Michael,Southwest,431,Hilly,22.404219325796834,Policy C
5393,North Noahstad,Southwest,545,Mountainous,24.944879062270207,Policy C
5394,Herrerafurt,Northwest,428,Mountainous,15.949913534290625,Policy B
5395,Port Jesseville,Adamawa,96,Flat,24.346913571584583,Policy B
5396,West Michael,Northwest,935,Flat,16.218510053939234,Policy C
5397,Lake Roberto,Far North,789,Flat,18.357013380232857,Policy B
5398,New Roberttown,Center,600,Mountainous,33.63189334578558,Policy C
5399,Port Keith,North,577,Mountainous,31.813366781097354,Policy C
5400,North Noahstad,Center,553,Mountainous,11.9971534269775,Policy C
5401,Herrerafurt,Center,71,Hilly,44.925402797373515,Policy C
5402,Lake Chad,Littoral,262,Hilly,43.208033010733836,Policy B
5403,Ericmouth,Adamawa,359,Hilly,25.699623681152605,Policy C
5404,Lake Debra,Center,710,Flat,21.945911763439643,Policy A
5405,North Noahstad,Adamawa,802,Mountainous,19.15437115771339,Policy C
5406,North Judithbury,Northwest,321,Flat,35.50976197398874,Policy B
5407,North Judithbury,North,620,Hilly,33.74746983186879,Policy B
5408,Ramirezstad,Southwest,848,Hilly,10.210940043429945,Policy C
5409,Lake Debra,East,987,Mountainous,33.737172549367884,Policy C
5410,Herrerafurt,Southwest,251,Hilly,12.995344108050977,Policy B
5411,North Noahstad,Southwest,81,Mountainous,1.4186376579145155,Policy C
5412,Port Jesseville,East,492,Mountainous,35.11082953810016,Policy B
5413,West Michael,East,211,Mountainous,32.417283321807105,Policy B
5414,North Judithbury,East,816,Hilly,20.835058487529903,Policy A
5415,Port Jesseville,Southwest,303,Flat,26.521459768015553,Policy B
5416,Port Jesseville,Littoral,570,Mountainous,47.384874989435104,Policy A
5417,North Noahstad,Northwest,700,Mountainous,29.962408954819164,Policy B
5418,North Judithbury,Far North,529,Mountainous,33.0652547991583,Policy C
5419,Lake Chad,Littoral,59,Flat,3.663610386982484,Policy C
5420,North Noahstad,Northwest,775,Flat,8.716725803418699,Policy C
5421,New Jessica,Northwest,554,Flat,15.397137682373614,Policy C
5422,Lake Roberto,Northwest,834,Hilly,27.199276242393083,Policy C
5423,North Judithbury,Littoral,885,Mountainous,38.9412493511744,Policy B
5424,West Michael,East,609,Mountainous,16.401423450535056,Policy C
5425,Herrerafurt,Littoral,485,Mountainous,18.14093030869931,Policy C
5426,Lisatown,Northwest,160,Mountainous,13.179468816100568,Policy A
5427,Lake Chad,Southwest,202,Hilly,13.103161800117642,Policy A
5428,West Michael,Far North,684,Flat,47.46876037179243,Policy B
5429,Lake Chad,North,966,Hilly,31.955130391135057,Policy A
5430,New Kellystad,Southwest,918,Mountainous,8.217111555227369,Policy B
5431,Lake Roberto,Adamawa,151,Mountainous,36.251304615170866,Policy B
5432,Robinsonshire,Far North,802,Hilly,36.240046596321434,Policy A
5433,New Kellystad,Center,882,Flat,33.4902747046584,Policy B
5434,New Kellystad,Far North,240,Hilly,7.168662031987848,Policy C
5435,Lake Roberto,Center,778,Mountainous,20.69557843174455,Policy A
5436,Ericmouth,North,612,Flat,5.78443835947345,Policy B
5437,New Roberttown,Far North,853,Hilly,40.92271495256075,Policy B
5438,Lake Chad,Center,130,Mountainous,32.931021087307,Policy A
5439,Lake Roberto,Southwest,538,Flat,25.60659487000701,Policy C
5440,Ramirezstad,North,944,Mountainous,17.479266086779532,Policy B
5441,New Jessica,Far North,137,Flat,9.620348987474454,Policy A
5442,Ericmouth,East,243,Mountainous,5.769155647238841,Policy A
5443,North Noahstad,Southwest,153,Mountainous,48.47741007307653,Policy A
5444,West Michael,Northwest,832,Hilly,10.382607776823141,Policy B
5445,Ericmouth,East,145,Mountainous,3.46379402270859,Policy C
5446,Lake Chad,Far North,472,Mountainous,48.102505223033575,Policy A
5447,Lisatown,Northwest,940,Hilly,27.673111197212442,Policy B
5448,New Roberttown,Southwest,247,Hilly,39.93450838206157,Policy B
5449,Robinsonshire,Adamawa,50,Hilly,2.6664094363167683,Policy B
5450,Lake Debra,East,456,Hilly,28.563819945242905,Policy C
5451,North Noahstad,Littoral,427,Mountainous,20.21139322384076,Policy C
5452,East Jessetown,Far North,216,Mountainous,38.712239500319235,Policy C
5453,Port Keith,Center,558,Mountainous,2.4020694591334,Policy C
5454,New Jessica,Far North,687,Mountainous,20.38368314379991,Policy B
5455,Port Keith,Littoral,362,Hilly,40.054134264566706,Policy B
5456,Ericmouth,Littoral,642,Hilly,26.373514599599314,Policy C
5457,New Jessica,Northwest,467,Flat,27.726917679430894,Policy A
5458,Port Jesseville,Center,812,Mountainous,5.309651757315293,Policy C
5459,Lisatown,North,730,Hilly,7.050362527944523,Policy C
5460,Cassandraton,Adamawa,526,Mountainous,34.0114804656064,Policy B
5461,North Judithbury,Far North,122,Hilly,33.91480780335103,Policy A
5462,Lake Debra,Adamawa,190,Mountainous,48.96561801548753,Policy C
5463,East Jill,East,631,Hilly,35.74167290924475,Policy B
5464,West Michael,North,311,Mountainous,24.91555304870564,Policy B
5465,North Judithbury,Adamawa,389,Hilly,42.93772726491087,Policy B
5466,Robinsonshire,North,357,Mountainous,5.671412797888843,Policy A
5467,East Jessetown,Adamawa,294,Hilly,22.740143134364597,Policy B
5468,North Noahstad,East,564,Flat,14.711900990914703,Policy B
5469,Ericmouth,East,386,Mountainous,5.679571442917466,Policy C
5470,Lake Debra,Far North,624,Mountainous,38.293353193658135,Policy C
5471,Port Keith,Northwest,610,Flat,25.784205509694754,Policy A
5472,North Judithbury,East,125,Flat,28.060051634925788,Policy B
5473,Lake Roberto,North,929,Mountainous,20.857131801561284,Policy C
5474,New Roberttown,Littoral,224,Hilly,23.286692964335394,Policy B
5475,Lake Debra,East,158,Flat,6.242860662588655,Policy C
5476,North Judithbury,North,232,Flat,33.80943230220534,Policy C
5477,Port Jesseville,Littoral,241,Hilly,21.90614430045808,Policy B
5478,Lisatown,Adamawa,114,Flat,40.929994869914374,Policy C
5479,Cassandraton,Adamawa,898,Flat,10.216216407082268,Policy C
5480,Lake Chad,Adamawa,523,Mountainous,10.650227124232371,Policy A
5481,North Noahstad,Adamawa,832,Flat,32.46509879076905,Policy B
5482,Port Jesseville,Southwest,149,Mountainous,42.377169458171146,Policy B
5483,Herrerafurt,North,593,Flat,23.87379301159968,Policy C
5484,Port Keith,North,913,Hilly,36.48421650228845,Policy C
5485,East Jill,Southwest,177,Flat,49.96683111390774,Policy A
5486,Cassandraton,Southwest,501,Hilly,49.51814916658194,Policy C
5487,New Roberttown,North,963,Hilly,37.344673719674155,Policy A
5488,Lake Debra,Adamawa,418,Flat,37.10953123907331,Policy A
5489,East Jill,Southwest,900,Flat,12.757134916345832,Policy B
5490,Ericmouth,North,92,Flat,41.7602117614168,Policy C
5491,New Kellystad,Far North,933,Hilly,20.55255528883247,Policy B
5492,New Roberttown,Adamawa,468,Hilly,48.11869853840772,Policy A
5493,West Michael,Adamawa,537,Hilly,4.530670590993307,Policy B
5494,Port Jesseville,Far North,127,Hilly,22.07409825919994,Policy C
5495,Robinsonshire,Southwest,875,Mountainous,28.01410414033318,Policy A
5496,Lisatown,Northwest,850,Hilly,20.555232250765158,Policy C
5497,Ericmouth,Adamawa,319,Mountainous,10.923669929994695,Policy B
5498,New Kellystad,Southwest,723,Mountainous,29.85293019473424,Policy B
5499,North Judithbury,North,750,Hilly,37.91793677394431,Policy B
5500,East Jessetown,North,808,Hilly,32.41951050299973,Policy B
5501,Lake Roberto,Southwest,949,Hilly,12.105218015997956,Policy B
5502,New Kellystad,East,777,Hilly,36.71459324624193,Policy A
5503,Port Keith,Northwest,364,Mountainous,13.21644139920588,Policy C
5504,Lake Roberto,Littoral,974,Mountainous,9.17251696473998,Policy C
5505,East Jill,Adamawa,900,Hilly,34.68806676421674,Policy C
5506,Lisatown,Southwest,951,Hilly,42.21796868263949,Policy C
5507,Port Keith,Southwest,938,Hilly,24.336202660980433,Policy B
5508,East Jessetown,North,994,Hilly,26.80389376035267,Policy A
5509,Ramirezstad,Northwest,217,Hilly,15.486004738326008,Policy A
5510,Lisatown,East,388,Hilly,24.983591747946594,Policy B
5511,Port Jesseville,North,242,Flat,7.033158401614156,Policy B
5512,New Kellystad,Southwest,502,Flat,47.81362606930801,Policy A
5513,North Noahstad,Far North,332,Hilly,40.117852356001514,Policy B
5514,Cassandraton,East,385,Hilly,33.564666510698146,Policy A
5515,Robinsonshire,Adamawa,439,Hilly,27.14062139837795,Policy B
5516,East Jill,East,574,Hilly,39.71237224328424,Policy C
5517,West Michael,North,289,Flat,24.990483359497315,Policy C
5518,Ramirezstad,Northwest,881,Flat,15.348708453649358,Policy A
5519,East Jessetown,Adamawa,532,Flat,8.438524640750266,Policy A
5520,Ericmouth,Littoral,708,Hilly,32.55548664568946,Policy A
5521,Port Jesseville,Adamawa,765,Mountainous,46.506574378812445,Policy A
5522,North Noahstad,Littoral,641,Hilly,8.104118398465381,Policy C
5523,Lisatown,Far North,940,Hilly,9.410893230014935,Policy A
5524,Herrerafurt,Far North,604,Mountainous,21.963498653771985,Policy C
5525,East Jill,Center,507,Hilly,40.44151772202461,Policy C
5526,Lisatown,Littoral,138,Mountainous,15.049175084089478,Policy B
5527,East Jessetown,Southwest,709,Flat,13.068689771166392,Policy C
5528,Lake Roberto,Adamawa,144,Hilly,31.188331427410276,Policy A
5529,Lake Chad,East,501,Mountainous,27.012931702779426,Policy C
5530,Cassandraton,East,477,Flat,3.480908040039195,Policy B
5531,North Judithbury,Adamawa,200,Hilly,4.533753876809189,Policy B
5532,Robinsonshire,Far North,563,Flat,32.329142519145925,Policy C
5533,Ericmouth,Southwest,425,Hilly,23.52361815781509,Policy B
5534,Jacquelineland,Adamawa,71,Hilly,48.56337098366277,Policy C
5535,East Jessetown,Center,932,Hilly,34.087304831138205,Policy C
5536,New Kellystad,Far North,362,Hilly,0.9986462686649569,Policy C
5537,Lake Roberto,East,889,Hilly,24.31042960012286,Policy C
5538,North Judithbury,Littoral,568,Flat,21.015172784256237,Policy C
5539,East Jill,East,255,Flat,5.782336069691551,Policy B
5540,Jacquelineland,Far North,424,Flat,46.198837375673406,Policy C
5541,Port Jesseville,Far North,500,Hilly,40.34805930454532,Policy A
5542,New Jessica,North,675,Hilly,11.889252466790092,Policy A
5543,Lake Debra,Littoral,833,Hilly,13.171047562728361,Policy A
5544,Herrerafurt,Northwest,644,Flat,2.0848936393128223,Policy A
5545,New Roberttown,Northwest,228,Mountainous,15.187513853162526,Policy B
5546,Lake Roberto,Littoral,259,Mountainous,29.438789441211004,Policy C
5547,Robinsonshire,North,549,Mountainous,21.331747725140076,Policy B
5548,Port Jesseville,Center,513,Hilly,48.4781454541242,Policy A
5549,New Roberttown,Center,889,Hilly,3.2759683785517084,Policy C
5550,New Jessica,Littoral,173,Flat,29.775792865501025,Policy C
5551,Cassandraton,Adamawa,162,Flat,42.98631730509888,Policy A
5552,East Jill,Littoral,61,Flat,24.296675164281268,Policy A
5553,East Jill,Adamawa,175,Flat,0.6466546677396423,Policy C
5554,Herrerafurt,Northwest,614,Mountainous,12.518674241400621,Policy B
5555,Lake Debra,Littoral,380,Hilly,16.526564295564324,Policy C
5556,West Michael,Far North,950,Mountainous,48.31672748059439,Policy C
5557,East Jessetown,Southwest,332,Hilly,45.63277745101562,Policy A
5558,Lake Debra,Center,189,Flat,47.4839400028277,Policy C
5559,Port Jesseville,Center,450,Mountainous,41.375043652039935,Policy B
5560,Lake Roberto,Center,951,Flat,17.906562838638266,Policy C
5561,Cassandraton,Littoral,146,Hilly,45.34088289376193,Policy C
5562,West Michael,North,566,Hilly,49.09338304388392,Policy A
5563,Herrerafurt,Adamawa,618,Flat,17.82852995761017,Policy A
5564,Port Keith,Adamawa,973,Mountainous,13.397520316329222,Policy A
5565,Lisatown,Far North,895,Flat,27.572356492719955,Policy A
5566,North Judithbury,Southwest,118,Hilly,9.764033533647035,Policy C
5567,New Kellystad,Southwest,167,Flat,2.1148989596158208,Policy B
5568,Herrerafurt,Southwest,937,Flat,47.31864297023555,Policy B
5569,Lake Debra,Adamawa,108,Hilly,46.324161305850254,Policy A
5570,Ericmouth,North,82,Flat,8.551365761224991,Policy B
5571,East Jill,Southwest,367,Flat,20.68314222302111,Policy C
5572,Port Jesseville,Northwest,99,Mountainous,41.636297506997934,Policy B
5573,Port Keith,Center,929,Hilly,33.21951479163222,Policy C
5574,West Michael,North,538,Hilly,20.041981703950338,Policy A
5575,North Noahstad,Southwest,68,Flat,37.33646436054954,Policy A
5576,West Michael,Northwest,775,Flat,44.90384571640445,Policy B
5577,Port Jesseville,Far North,246,Mountainous,46.34483736103047,Policy B
5578,Lisatown,Southwest,940,Mountainous,19.253055790148355,Policy B
5579,Jacquelineland,Center,499,Hilly,9.091253663604535,Policy C
5580,Robinsonshire,Northwest,608,Flat,45.685523480601766,Policy A
5581,West Michael,Littoral,728,Flat,5.081494570120899,Policy C
5582,Herrerafurt,Adamawa,501,Flat,36.2235753657941,Policy C
5583,Cassandraton,East,338,Mountainous,7.454617085609681,Policy B
5584,Port Keith,Littoral,190,Hilly,19.77464930605076,Policy C
5585,Ericmouth,Littoral,133,Mountainous,20.872009453978855,Policy A
5586,New Jessica,Southwest,743,Flat,8.358516798048127,Policy C
5587,West Michael,Far North,440,Mountainous,46.17273098332729,Policy C
5588,Robinsonshire,Southwest,640,Mountainous,0.63207431645967,Policy A
5589,New Roberttown,Southwest,264,Mountainous,44.743522889223215,Policy A
5590,Ramirezstad,East,575,Mountainous,44.24955151203653,Policy B
5591,Lake Debra,Northwest,264,Flat,16.18970085805108,Policy B
5592,Port Keith,Northwest,452,Flat,35.362071359024135,Policy C
5593,North Noahstad,Southwest,177,Mountainous,13.014041109266618,Policy B
5594,Ericmouth,Adamawa,871,Hilly,38.05929133156995,Policy C
5595,West Michael,Littoral,526,Mountainous,28.2754272184933,Policy C
5596,Herrerafurt,Center,809,Flat,15.361159985259087,Policy C
5597,Port Keith,Southwest,453,Flat,20.3116203050639,Policy B
5598,North Judithbury,Adamawa,78,Hilly,34.64949224580097,Policy B
5599,Ramirezstad,Far North,841,Mountainous,45.35182375736726,Policy B
5600,New Kellystad,Far North,387,Mountainous,6.970962570080094,Policy B
5601,Robinsonshire,East,880,Flat,28.782516498623277,Policy A
5602,North Judithbury,Southwest,763,Mountainous,13.059595373127316,Policy B
5603,New Jessica,Southwest,410,Hilly,40.16792636883523,Policy A
5604,Herrerafurt,Littoral,618,Mountainous,3.976746640539313,Policy C
5605,New Jessica,Littoral,441,Flat,34.603311613472904,Policy A
5606,Lake Roberto,Far North,267,Mountainous,9.159827677705975,Policy B
5607,Cassandraton,East,623,Hilly,30.021078210959846,Policy A
5608,New Roberttown,East,718,Mountainous,41.86678306603825,Policy B
5609,West Michael,Northwest,251,Hilly,37.87649277502314,Policy C
5610,New Kellystad,Far North,66,Mountainous,37.77067294034004,Policy C
5611,Lisatown,Far North,371,Hilly,26.13334295325181,Policy B
5612,Ramirezstad,Center,567,Flat,44.591906796561204,Policy C
5613,Port Jesseville,Adamawa,619,Hilly,29.611207312978898,Policy B
5614,West Michael,Southwest,374,Hilly,45.917139443203745,Policy A
5615,Lake Debra,East,461,Flat,27.55286166270467,Policy A
5616,New Jessica,Far North,367,Mountainous,25.545295369490145,Policy B
5617,North Noahstad,North,730,Hilly,11.506474450910567,Policy B
5618,Cassandraton,North,131,Flat,27.466939374495148,Policy A
5619,Lake Chad,Center,523,Flat,7.458949146820401,Policy B
5620,Cassandraton,East,517,Hilly,43.5496649623475,Policy A
5621,East Jessetown,Far North,474,Hilly,33.95664849106053,Policy B
5622,East Jessetown,East,994,Mountainous,49.684954700400624,Policy B
5623,Ramirezstad,Southwest,780,Hilly,5.058822675630894,Policy C
5624,New Roberttown,North,738,Mountainous,12.4133011173417,Policy A
5625,East Jill,Northwest,253,Flat,43.91935091117389,Policy B
5626,Lake Debra,Littoral,632,Hilly,20.065077938561426,Policy B
5627,Robinsonshire,Far North,436,Hilly,23.58199800410393,Policy A
5628,East Jill,Northwest,827,Flat,43.102268425687036,Policy C
5629,Lisatown,Far North,147,Hilly,26.330249635022636,Policy A
5630,East Jessetown,Southwest,394,Flat,10.077054546011222,Policy B
5631,Port Jesseville,Southwest,852,Hilly,44.65549071278416,Policy B
5632,Lisatown,North,257,Hilly,2.0375519929401578,Policy B
5633,East Jessetown,North,563,Mountainous,44.82211524835044,Policy C
5634,East Jill,Far North,685,Hilly,3.0007512202805673,Policy C
5635,Jacquelineland,Adamawa,841,Hilly,33.45954354770634,Policy C
5636,New Kellystad,Southwest,635,Mountainous,4.048129293929065,Policy C
5637,Port Jesseville,Adamawa,215,Flat,35.45754280527074,Policy C
5638,Ramirezstad,Southwest,71,Mountainous,2.181580405981069,Policy B
5639,New Jessica,Far North,203,Hilly,42.201657521683984,Policy C
5640,Jacquelineland,East,988,Hilly,23.564225571034246,Policy C
5641,Ericmouth,Center,488,Mountainous,5.125968677109458,Policy C
5642,East Jill,Southwest,344,Mountainous,35.48756252800212,Policy B
5643,Herrerafurt,Littoral,268,Flat,24.719862796436242,Policy B
5644,Lake Roberto,East,718,Mountainous,9.951968514334423,Policy B
5645,New Jessica,Center,544,Hilly,1.275782507491926,Policy B
5646,New Roberttown,Far North,279,Mountainous,21.190913856414088,Policy B
5647,North Judithbury,North,69,Flat,4.738646921062511,Policy B
5648,Lisatown,North,602,Hilly,5.161400063238242,Policy C
5649,Port Jesseville,Far North,999,Mountainous,13.732812643952505,Policy B
5650,New Roberttown,Center,197,Mountainous,31.707685713500002,Policy B
5651,Port Keith,East,157,Mountainous,26.730575123766986,Policy B
5652,East Jill,Far North,452,Flat,3.91487175880469,Policy A
5653,Herrerafurt,East,645,Flat,48.43734815667725,Policy A
5654,West Michael,Far North,532,Mountainous,44.414850070582254,Policy B
5655,Lake Chad,Littoral,416,Hilly,13.331661613685334,Policy A
5656,Herrerafurt,Far North,883,Flat,6.555759510125992,Policy A
5657,East Jill,Adamawa,463,Flat,47.14894180547101,Policy C
5658,New Jessica,North,358,Mountainous,23.326518005094645,Policy A
5659,Ericmouth,Southwest,851,Mountainous,15.902764756186071,Policy C
5660,Ramirezstad,Adamawa,967,Hilly,24.772722740676777,Policy C
5661,East Jill,North,884,Hilly,38.750835155047405,Policy C
5662,New Roberttown,Adamawa,183,Flat,8.835072266001196,Policy A
5663,North Noahstad,East,768,Mountainous,38.4910437587107,Policy B
5664,New Roberttown,Northwest,332,Flat,37.59761600272634,Policy A
5665,Lisatown,Northwest,827,Flat,27.197736139623547,Policy C
5666,Ramirezstad,Southwest,122,Flat,43.35919329310429,Policy B
5667,East Jessetown,Southwest,530,Hilly,7.041097219408097,Policy C
5668,East Jessetown,Center,401,Mountainous,29.97621082995082,Policy B
5669,Lake Roberto,Far North,609,Mountainous,22.74248109884017,Policy A
5670,West Michael,North,375,Flat,21.403459585373668,Policy C
5671,New Kellystad,Center,794,Hilly,13.001773027841509,Policy B
5672,Lisatown,Southwest,492,Mountainous,18.92784301209045,Policy B
5673,Lisatown,Littoral,149,Hilly,5.853462423171455,Policy C
5674,Ramirezstad,Northwest,108,Mountainous,12.954149003358848,Policy A
5675,Lake Roberto,Littoral,557,Flat,13.962272835015089,Policy C
5676,Jacquelineland,Center,307,Hilly,36.173059439276905,Policy C
5677,Robinsonshire,Adamawa,462,Flat,2.9032461468387263,Policy A
5678,West Michael,Littoral,501,Hilly,32.73401925346761,Policy B
5679,West Michael,Adamawa,114,Flat,11.459790534762899,Policy B
5680,Lake Chad,East,644,Flat,4.552144542856549,Policy A
5681,East Jessetown,Northwest,203,Flat,15.389904973728989,Policy C
5682,Jacquelineland,Adamawa,315,Flat,11.611407036715837,Policy C
5683,Herrerafurt,Northwest,870,Mountainous,27.825602604072575,Policy A
5684,Port Keith,Far North,128,Mountainous,18.190131970674138,Policy A
5685,Lake Chad,Adamawa,364,Hilly,48.316690249212144,Policy A
5686,East Jessetown,Northwest,711,Mountainous,48.1957051698471,Policy B
5687,Robinsonshire,Southwest,996,Hilly,22.463905821451856,Policy C
5688,Robinsonshire,Far North,609,Hilly,39.85682930268285,Policy B
5689,West Michael,Adamawa,966,Hilly,1.156792772613314,Policy B
5690,New Kellystad,Northwest,940,Mountainous,27.61667344387773,Policy B
5691,Ramirezstad,Littoral,297,Hilly,37.29330902919546,Policy C
5692,Cassandraton,Southwest,839,Hilly,11.238689657663127,Policy A
5693,Robinsonshire,Littoral,917,Hilly,3.528001880714216,Policy B
5694,West Michael,Center,659,Mountainous,8.217987327369567,Policy C
5695,New Jessica,Northwest,463,Hilly,22.371480315105924,Policy C
5696,Port Keith,Adamawa,74,Flat,25.565385327434967,Policy B
5697,Herrerafurt,East,333,Mountainous,19.35381354438404,Policy B
5698,Cassandraton,Far North,498,Hilly,22.27870146859781,Policy A
5699,West Michael,Northwest,930,Flat,23.776630500659426,Policy A
5700,Cassandraton,Southwest,350,Mountainous,38.58711474925426,Policy B
5701,Herrerafurt,Center,117,Hilly,5.709473954843793,Policy B
5702,Lake Chad,Southwest,56,Mountainous,38.5630481243901,Policy C
5703,Lake Chad,Littoral,866,Hilly,34.58705146360241,Policy B
5704,Cassandraton,Littoral,186,Mountainous,37.21221006907774,Policy A
5705,New Jessica,Littoral,213,Mountainous,36.856185100828476,Policy C
5706,Lake Roberto,Adamawa,132,Mountainous,23.794294882188293,Policy A
5707,Jacquelineland,Northwest,946,Flat,10.964309135764552,Policy C
5708,West Michael,Littoral,699,Flat,27.0631307629393,Policy A
5709,Lisatown,East,469,Flat,47.92011165365043,Policy A
5710,New Kellystad,North,122,Mountainous,29.632021228971503,Policy B
5711,West Michael,Northwest,286,Mountainous,1.0468336880324918,Policy A
5712,Ericmouth,Northwest,95,Mountainous,3.4556897913813365,Policy C
5713,Herrerafurt,Northwest,667,Flat,49.64673996337584,Policy B
5714,Port Keith,Southwest,977,Mountainous,4.061344782352299,Policy B
5715,Port Keith,Center,849,Hilly,2.7792354222224787,Policy C
5716,New Kellystad,North,311,Mountainous,17.974701333253442,Policy B
5717,North Judithbury,Northwest,225,Mountainous,48.481201561832165,Policy C
5718,East Jill,Adamawa,215,Hilly,16.27442010977685,Policy A
5719,North Noahstad,Center,706,Mountainous,20.789264478325897,Policy B
5720,New Jessica,Center,891,Mountainous,31.886814529823994,Policy A
5721,North Judithbury,Far North,419,Hilly,1.6935360466566922,Policy A
5722,Ramirezstad,Northwest,844,Flat,44.939297087199805,Policy B
5723,Lake Debra,Northwest,103,Mountainous,26.212429368944388,Policy A
5724,North Noahstad,Center,739,Hilly,23.60713984720087,Policy A
5725,North Judithbury,East,468,Flat,43.105969779228204,Policy C
5726,North Noahstad,Northwest,805,Flat,47.67729117322205,Policy A
5727,Lake Roberto,Northwest,556,Mountainous,21.45954896651832,Policy B
5728,Lisatown,Southwest,390,Flat,9.035833425014921,Policy C
5729,Cassandraton,North,176,Flat,40.87760886510261,Policy B
5730,North Judithbury,Adamawa,458,Hilly,20.461390850513116,Policy A
5731,Ericmouth,East,973,Flat,46.809504205832425,Policy A
5732,West Michael,Southwest,416,Mountainous,47.51999969963366,Policy A
5733,Ramirezstad,East,320,Mountainous,6.18403707020779,Policy A
5734,West Michael,Northwest,693,Hilly,47.84942138297614,Policy B
5735,Jacquelineland,Littoral,654,Mountainous,18.729381109533488,Policy C
