worker_key,worker_id,worker_role,years_of_experience,certification_status,specialization,healthcare_facility_key
4570,3af940f5-0e9c-4a6b-af67-e1a2417134dc,Doctor,9,Uncertified,Surgery,4786
4571,13c1ae4b-9f6d-49cc-be2e-56417cd7aea8,Nurse,22,Uncertified,General,2306
4572,c6220c02-0227-45cb-b76d-5a7cf8f7b82c,Doctor,22,Certified,Surgery,9388
4573,927e16ca-7c53-420c-b704-4ccdf2aa90b2,Doctor,10,Certified,Surgery,5322
4574,07090814-3611-4153-a6f2-05f6a18ad358,Doctor,8,Certified,Pediatrics,2341
4575,89d80111-cf8d-4623-98f7-3e066a06f524,Midwife,33,Certified,General,5675
4576,0d042933-e10d-419e-a31a-b6d394a966bb,Doctor,33,Certified,Obstetrics,688
4577,fc26b151-496b-41a9-83ba-b52ce56a7d7b,Doctor,26,Uncertified,Obstetrics,3492
4578,212cd4ff-8471-40c6-9efe-5b1eeb671705,Doctor,25,Uncertified,General,1109
4579,ce7391b4-24d5-491a-ba10-beee0b8a9c3e,Midwife,31,Certified,Pediatrics,5962
4580,d40007ec-2eb9-48c4-a422-a75f18b43f73,Midwife,18,Certified,Pediatrics,8069
4581,b1598c09-f949-44ad-b2e2-5200453277a0,Doctor,32,Uncertified,Obstetrics,9755
4582,6e7d46fc-4c6e-4c6e-a081-af204c6f016a,Doctor,14,Uncertified,Surgery,8368
4583,7a6a1f12-ee82-4d16-851f-cad28f12cbcd,Midwife,9,Uncertified,Pediatrics,6282
4584,e10b4445-5c35-4183-a5be-0e503e6beee6,Doctor,37,Uncertified,Pediatrics,994
4585,0f84c89c-523e-40dd-abc5-821eca123602,Midwife,7,Uncertified,Pediatrics,5985
4586,5416f272-f1ed-4676-acb2-8e38c48ca510,Nurse,14,Certified,General,5958
4587,a91b2218-9356-47f4-a268-25d1d5a059ba,Nurse,19,Certified,Pediatrics,2604
4588,b76cd473-55d5-49b0-8629-f1109b1c8fdf,Doctor,17,Certified,General,7614
4589,ce9c0640-6274-4d41-b806-1da4e41f9988,Doctor,22,Uncertified,Pediatrics,6417
4590,9fd044d9-70ef-4f74-b0a7-31fcea4a2509,Nurse,34,Certified,Pediatrics,4039
4591,0633d992-211f-4a7a-9ea1-31a1a2bf9437,Midwife,8,Uncertified,General,9184
4592,28ae1d8a-fc92-45b0-b346-9e0dd07f7698,Midwife,35,Uncertified,General,613
4593,ba6f1682-bf7f-4a88-a5ba-6ffee8120abc,Doctor,10,Certified,Pediatrics,2507
4594,7a0816df-5878-4bdf-9f13-f5cc08c1b9dc,Doctor,10,Uncertified,General,1376
4595,f83de518-a953-4a5a-900d-5eb38c79c550,Doctor,2,Certified,Pediatrics,8836
4596,3bf18e57-d8db-41da-85cf-46ab9af78021,Midwife,6,Certified,Pediatrics,3255
4597,b3a3be65-f9ad-4fd3-b200-b6a25053a5ee,Doctor,28,Certified,Obstetrics,3828
4598,fa7f7662-eb9e-42ca-82dc-4dbe5221595c,Doctor,17,Certified,Surgery,1085
4599,9abfe38f-9180-45e0-9945-7484898002a4,Midwife,33,Uncertified,Obstetrics,1497
4600,f79c1392-ca24-429c-8d5e-c9fec0e74da3,Nurse,13,Uncertified,General,125
4601,dc153db4-8a23-4f14-aa16-e24ad98eb37f,Doctor,29,Certified,Pediatrics,2152
4602,bf59782b-ef20-4e8a-b002-7c3bccfcca2d,Nurse,38,Certified,Pediatrics,3865
4603,6f78b0aa-5263-4ba2-8715-fe0343577dc4,Midwife,6,Certified,General,9055
4604,725ad157-b43c-483c-b393-02bc539eceb1,Doctor,19,Certified,Pediatrics,4681
4605,b2701138-be7e-4841-bf32-6f49ffb7c38f,Doctor,20,Certified,Surgery,440
4606,145659ea-c7a0-4fe1-89e3-9c2ab8227f4c,Midwife,33,Certified,General,337
4607,43775a1a-727f-4ed3-baa9-462dd30a0592,Doctor,22,Uncertified,Obstetrics,8063
4608,089b1373-2f79-4373-befd-58be4b5f5b3e,Doctor,8,Uncertified,Surgery,3795
4609,0e3755ca-42a3-4532-9089-3f61f8406a76,Midwife,2,Certified,Surgery,5513
4610,5c8f6375-a2c6-4f57-b52e-ffa6ed323242,Doctor,20,Uncertified,Pediatrics,2831
4611,e4bfa939-f947-491a-95bd-5f9de7789b56,Nurse,10,Uncertified,Pediatrics,8246
4612,b0c51dde-ec59-4190-9eb2-0456ebd4e983,Doctor,30,Certified,General,1501
4613,7bfe0f86-6b79-4c2a-9369-a5ecaa7dbfcc,Nurse,32,Certified,Surgery,9010
4614,027670d5-47d5-4fcf-bca8-1956cc2d2fae,Doctor,4,Uncertified,Pediatrics,6387
4615,0c6ab52f-2c9e-4a96-897d-048e9060c42f,Midwife,31,Certified,Pediatrics,6784
4616,a55f8289-64c0-4fd0-bab6-5eae1df68c32,Midwife,11,Uncertified,Surgery,8029
4617,99f68c9a-50e2-4159-8c84-35ef7f9817c0,Doctor,13,Certified,Surgery,2981
4618,3e23d792-adf7-47a6-98c4-c735bc7f9bc8,Nurse,4,Uncertified,Obstetrics,2402
4619,062744c8-fb20-428b-acbc-c7e409124512,Doctor,34,Certified,Pediatrics,6540
4620,41eb2f3f-e25f-4e36-b95d-185512516225,Doctor,22,Certified,Obstetrics,6028
4621,4d9fec20-1414-483d-a0af-0b16dd35585c,Midwife,9,Certified,Surgery,6002
4622,bcdbaa37-595f-42f3-8884-5406df853f89,Nurse,19,Certified,General,7438
4623,6339a865-0d5a-4251-89f1-b1a9a10fbf9e,Midwife,30,Uncertified,Surgery,8618
4624,92273baf-04e4-4e45-ba8f-b1a4a14cd08f,Midwife,4,Uncertified,Obstetrics,5352
4625,c88ebc69-413d-4272-97c8-8ce712792317,Nurse,22,Uncertified,General,1139
4626,6ef2dd6e-f414-4104-8592-a707c902ada9,Midwife,35,Certified,Obstetrics,4906
4627,41e3d824-84e6-44c0-8f30-33315bfe6588,Midwife,25,Certified,Surgery,2659
4628,03781bed-0c8c-4388-b9ed-09f0016c357c,Doctor,19,Certified,General,2833
4629,0993b531-4b36-4b33-a3b3-a6340a4a90f4,Nurse,35,Uncertified,General,2088
4630,698f5d92-b694-45a1-8afa-c1aa05c27794,Doctor,2,Uncertified,Obstetrics,3067
4631,407dc8d2-5bd9-476c-9968-c357413f294d,Doctor,19,Certified,Surgery,9138
4632,8746bac4-6292-4d86-b643-24669f8ea154,Midwife,38,Uncertified,General,5012
4633,bb57094f-4bb2-4534-b607-cc00cabc3d91,Nurse,35,Certified,Obstetrics,6911
4634,70d303cd-cf4a-412c-8915-d621f7bfbe6e,Nurse,19,Uncertified,Pediatrics,1124
4635,68027fa6-5c7c-42ca-ab9f-13f459db9595,Nurse,3,Certified,General,3564
4636,e52a84ad-fe57-499d-8834-b05d04d860ff,Doctor,24,Certified,Pediatrics,1341
4637,2458166d-9ae2-4970-94b9-ee698d3570ea,Doctor,25,Certified,Surgery,4941
4638,6cccbb4d-6574-4d05-8832-8efbdc13d1b4,Doctor,13,Certified,Obstetrics,2331
4639,6c0b96b5-7188-4c4a-90f6-24ba2271f485,Doctor,3,Certified,Surgery,8491
4640,31422ec0-f758-4e22-9549-ae7d0f7e2949,Midwife,6,Uncertified,Pediatrics,2411
4641,7873842b-b259-450f-8a1e-290187c4a4b6,Nurse,33,Certified,Obstetrics,904
4642,14413349-bd0c-4773-94d6-bcdb9a3962d3,Doctor,4,Certified,Pediatrics,7030
4643,1cb2efc4-81d4-4bac-bcdc-8e2716d44c19,Doctor,27,Uncertified,Surgery,9008
4644,1b5518b5-e477-404f-aae7-04862baef3b7,Doctor,31,Uncertified,General,8591
4645,5a57ea29-6251-4f4d-907e-558dcae92154,Nurse,11,Uncertified,Obstetrics,7440
4646,5f741f45-a86a-42c5-ae67-50962d48302f,Doctor,31,Certified,Obstetrics,3315
4647,1e149711-accf-4bf3-8e8f-37cb0f542f0a,Midwife,32,Uncertified,Obstetrics,5185
4648,9a068ba9-5474-463b-90ee-d2a25e3e21ee,Midwife,27,Uncertified,General,7967
4649,1bdd8f2d-3d81-4ac6-8eeb-255705c2469b,Midwife,10,Uncertified,General,4433
4650,706eea67-0583-45ac-b0a9-4c5a56942a2c,Nurse,2,Certified,General,2396
4651,d9ae029a-edff-4902-9693-090fde366fb7,Midwife,39,Certified,Pediatrics,6930
4652,41b895e0-7f4c-4f1b-86a0-3dd612155817,Midwife,28,Certified,General,5036
4653,af0b1215-6ece-427a-a1c7-b57a12374a03,Nurse,7,Certified,Obstetrics,1775
4654,cdcfe030-f30c-4d58-bb24-98c646471fee,Doctor,15,Certified,General,9988
4655,f87ba01b-c428-4a2e-9b54-64687bf4106e,Midwife,38,Certified,Obstetrics,4024
4656,e0cac955-6324-4ac5-a94b-37bcb8c34677,Nurse,4,Certified,Obstetrics,2566
4657,d5497067-c533-406e-918d-0cf9304e0cd1,Midwife,22,Certified,Pediatrics,3587
4658,0a34e33e-a037-46f2-99fd-67b2d0907cdd,Doctor,12,Certified,Pediatrics,2203
4659,3a8c0c71-e488-4fd3-b661-26edb0d709f4,Doctor,10,Certified,Pediatrics,4571
4660,b359c5e9-2803-4b01-92af-706fc6e27d27,Doctor,18,Uncertified,Surgery,5795
4661,75649ecc-957c-4c83-9f23-c7d93f5c7a04,Nurse,12,Uncertified,Surgery,6945
4662,29836885-0ed3-4d34-b8c8-891566e98257,Midwife,35,Uncertified,Obstetrics,4940
4663,603157f5-f6a1-472e-8eaa-80cf5cba8c83,Nurse,31,Certified,Pediatrics,5792
4664,4104cc3f-8288-4725-a9cd-b08d1982052f,Doctor,28,Certified,Obstetrics,5297
4665,61359f65-472f-4e77-8ae2-dd3febae6dc3,Midwife,37,Uncertified,Pediatrics,1775
4666,5d8faf30-4869-46c5-ab5f-21fe97fda9dd,Doctor,16,Uncertified,Surgery,469
4667,814cad98-a4c5-4b0d-b2c7-530cc2d623a7,Nurse,3,Certified,Obstetrics,6299
4668,2e155a39-c254-4b40-a70e-695a9b605d6f,Nurse,36,Certified,Surgery,3621
4669,1580ddc1-4eed-451a-aee5-23234054e230,Doctor,6,Uncertified,Pediatrics,9490
4670,3a59a3bf-8ad0-4522-aa0e-0c70f10471ef,Nurse,24,Uncertified,General,5301
4671,c5cc0e88-e50d-4706-822c-4d412f6a99d2,Doctor,34,Certified,Surgery,3078
4672,db2e59b0-1688-4dfc-9de7-5749113b436a,Nurse,11,Uncertified,Pediatrics,1779
4673,dd2b9a94-3df8-40cb-8b8f-b4b4cc8d4862,Doctor,13,Uncertified,Pediatrics,4209
4674,45985ebe-2082-420b-a1f9-9e0571a592b0,Nurse,13,Certified,Pediatrics,2671
4675,ae421baa-aecf-4f69-bef2-00aaf114f774,Doctor,25,Certified,Obstetrics,8338
4676,eefc5272-7e3c-4939-8475-e2ad476f88e0,Midwife,34,Certified,Obstetrics,3907
4677,b5d25b12-d128-454d-987f-94c5b65e9eb9,Nurse,7,Uncertified,Pediatrics,9377
4678,75228d84-9409-4cd4-87f8-d0982838f0ff,Midwife,27,Uncertified,General,3467
4679,faa875f1-5319-442c-b78f-e9f5bf87d19f,Midwife,13,Certified,Surgery,3572
4680,dbf4437c-b7b3-4950-97a2-1432931f330c,Midwife,27,Certified,General,8997
4681,4ca15e2c-d59c-4ab6-aa5a-d5624422b701,Doctor,33,Certified,General,1716
4682,ebbb547d-e8d4-43a2-87bf-f1a5f8ae4471,Midwife,22,Uncertified,Obstetrics,4715
4683,051fb691-4e45-47d0-be11-6ca89343dd99,Nurse,35,Certified,Surgery,809
4684,a919c6d8-930e-4210-8145-776be39a1e12,Doctor,22,Certified,General,2588
4685,d9c9cfe5-56fa-40c9-a26d-df7a4f3dc21c,Nurse,19,Certified,General,7204
4686,414c2daf-8b5e-40e5-9d2a-cf59c2bfe362,Midwife,13,Uncertified,Surgery,3396
4687,e1c8bda5-3c10-4cb9-a7b9-b1f9e5a472ca,Doctor,1,Uncertified,General,8592
4688,279842db-947d-46e9-8ba9-accff871cefc,Doctor,14,Uncertified,Obstetrics,6523
4689,8f731751-4a08-42ff-bfaf-c985a4f4d3b1,Doctor,7,Certified,Obstetrics,1621
4690,80cda07c-ccf0-445f-97ce-e43dbdcfb7d3,Midwife,28,Certified,Pediatrics,15
4691,a4de7b47-04ae-47f7-8f65-fbb17e8c81b4,Midwife,19,Uncertified,Surgery,8785
4692,3e708dc0-c07f-47a3-ba01-db78f5233a4e,Doctor,6,Uncertified,General,5380
4693,a37b44fb-aa84-4d21-a5b5-451e7a79a3a6,Doctor,30,Uncertified,Pediatrics,9404
4694,6b061d69-7a33-43cc-8e38-2a92ac6f4d1a,Midwife,30,Uncertified,Obstetrics,4789
4695,9279acc3-da8c-4ee6-8130-4e8acd84b35e,Doctor,35,Certified,Pediatrics,918
4696,73e85d91-34ad-4b44-acdc-166d78535020,Doctor,35,Uncertified,General,1751
4697,3f8c18bb-5256-47f6-8b97-e77887f831f8,Doctor,11,Certified,Pediatrics,1938
4698,59c1a48a-25e4-4a03-9b41-8f9f46310d28,Nurse,3,Uncertified,General,8102
4699,dae17734-1980-4bee-901a-66041c8c3cd0,Midwife,23,Uncertified,Pediatrics,1739
4700,6c678316-1f63-4aa7-b45f-412689bba8d6,Nurse,19,Uncertified,General,5244
4701,9257a469-89c9-4d38-98c0-0be82075bf1c,Nurse,38,Uncertified,General,1279
4702,6f6a62e3-7108-426c-8e7e-171372451a77,Nurse,18,Certified,Pediatrics,885
4703,6cd38b42-6eba-42c0-b52d-db01ce85f204,Doctor,16,Certified,Surgery,4420
4704,c0e89f20-6678-4bb7-b34d-3ed4b1b716f8,Doctor,26,Certified,Surgery,451
4705,14e4aa5b-9c51-4971-b12b-a56f0eafeab1,Midwife,25,Certified,Pediatrics,285
4706,3091ebb4-99f4-4513-9ed8-85d9969ca0e2,Midwife,24,Certified,Surgery,3634
4707,616b9643-29e7-4d83-9d62-4823e4e5917e,Nurse,7,Certified,General,4314
4708,57aed6a1-204d-4e14-80cc-5d0ad6aebc0b,Midwife,19,Certified,Obstetrics,6958
4709,9c788612-a60d-4c0c-a866-f62193ad7a76,Midwife,11,Certified,Obstetrics,9279
4710,6f6b2156-72c5-443b-9cfc-3e6935e98a4b,Midwife,19,Certified,Obstetrics,1963
4711,d8702c30-7f08-49f2-9451-a436dd5b1869,Doctor,7,Certified,Obstetrics,517
4712,87ec29da-03f7-421b-98c9-fa29eda84e70,Nurse,1,Uncertified,Obstetrics,9604
4713,c084b255-6ba3-48d9-9ae3-b17ecb261491,Doctor,11,Uncertified,Surgery,2017
4714,933dcf84-518d-4338-b28f-566cdb7b69a2,Doctor,34,Uncertified,Obstetrics,6703
4715,5ff0ca82-a0db-47b4-86b2-496b1de50783,Midwife,36,Certified,Obstetrics,9643
4716,bbd1132b-6fa2-4d00-a710-e9e4d880c945,Doctor,9,Uncertified,Surgery,9399
4717,e41b87bb-cbe7-4835-b66a-2438c946a8ab,Midwife,6,Uncertified,Pediatrics,3578
4718,abc09a0d-a6f1-4da2-9759-d0babbd2cd6e,Doctor,7,Certified,Obstetrics,247
4719,7c24d03b-6a69-44b7-baf4-3e26d3016a71,Doctor,29,Uncertified,General,6799
4720,db108c24-4d92-400c-a95c-e8b30be167b5,Midwife,12,Uncertified,Surgery,2369
4721,7a3b5d70-7201-4460-88fc-1e7647087227,Doctor,30,Certified,Pediatrics,4821
4722,d32b8be3-eaac-4c80-bb37-ae6af749f998,Nurse,12,Certified,Obstetrics,4420
4723,08b77c51-458d-471c-9c69-6395fe8e3b73,Doctor,18,Certified,Surgery,1064
4724,d88af4e5-7345-44b4-8e11-c8315afdf463,Doctor,1,Uncertified,Obstetrics,8897
4725,ecdc7b52-f1d3-4f7f-b7d3-7567d8f26ed8,Nurse,15,Uncertified,Surgery,2760
4726,5d7d1236-f821-4405-a280-3be70e2f07a5,Doctor,5,Uncertified,Obstetrics,6462
4727,04ad746b-bff7-4b49-b39e-7cf3fefb4d28,Nurse,33,Uncertified,Pediatrics,1925
4728,5e57d7f4-5c27-46b7-95e6-b91db27c7e0f,Nurse,1,Certified,Obstetrics,5004
4729,9e21b89d-418c-4372-8837-a0dff6743c2b,Midwife,22,Uncertified,Surgery,8705
4730,d4aa5028-a3d0-4441-8928-f31d483c92fd,Midwife,25,Uncertified,Surgery,3743
4731,9f7c0966-b125-4be2-9ef3-fa3ec8c3e1df,Doctor,21,Certified,Pediatrics,614
4732,75528e3f-5219-484c-89c9-424fe0c86d6e,Nurse,6,Uncertified,Surgery,4414
4733,5ec59238-21d6-47dd-92e2-8a7ecfef1f63,Midwife,3,Uncertified,Obstetrics,3441
4734,376a8d45-a143-4d6c-be4c-f2f963b28426,Doctor,6,Uncertified,Surgery,9371
4735,e80d581b-f324-4058-8222-58897d98b6b5,Midwife,9,Certified,Obstetrics,7137
4736,8cb0ebd8-bf0e-41a7-af0d-0a1c4461bfe5,Nurse,12,Certified,Surgery,3988
4737,bb893d93-562d-45e5-9b60-32db44e2def7,Nurse,4,Certified,Obstetrics,7587
4738,a78d07fd-ab4a-44ee-b5a3-050a563a69fa,Nurse,1,Certified,Obstetrics,1806
4739,d55cb4e9-f136-421a-a3ef-b2fe7930b3c5,Doctor,27,Uncertified,Pediatrics,4943
4740,68f5ca43-ac51-4301-80b9-dbe1f084d41b,Nurse,21,Certified,General,6337
4741,569877e5-d3fc-409f-bdf5-670735e4bff4,Midwife,32,Certified,Surgery,491
4742,2f09dae6-f8b8-4c8b-8580-2d18b099e44d,Midwife,13,Uncertified,General,1828
4743,fb9bb080-e799-40fc-b565-a6bb00d34b0b,Midwife,1,Uncertified,Obstetrics,3038
4744,90b7054a-ffeb-4bb0-86c1-252f557eb4cc,Doctor,2,Certified,Pediatrics,5895
4745,373fbc4e-f3b7-44e3-976a-01c2e603e737,Doctor,24,Uncertified,Obstetrics,3051
4746,73067e2d-af92-47bf-8286-78bbc7c4d17c,Midwife,13,Certified,Surgery,2990
4747,bbd5c528-edb4-47e4-b86d-806f2919b585,Nurse,1,Certified,Obstetrics,1158
4748,a001ce13-8729-402a-a178-3ec8785bb210,Midwife,37,Uncertified,Pediatrics,6578
4749,2495c5a2-c64e-4eca-b20d-ac54b4ef32c2,Midwife,4,Uncertified,Obstetrics,4830
4750,53b54502-9260-49d3-a39a-51c6798cab14,Nurse,9,Uncertified,Pediatrics,4472
4751,8e6a55eb-e177-47be-81ec-29f5ac18ab42,Midwife,38,Uncertified,Surgery,8975
4752,b7a6c7a0-f25e-4916-8f68-b1697f7b96f4,Midwife,34,Uncertified,Pediatrics,193
4753,45cfd29f-fdb0-4601-94c0-eaca8e299e08,Nurse,21,Uncertified,Pediatrics,9976
4754,2857e29a-dd04-4927-b03a-2a3bd76c43cb,Midwife,34,Uncertified,Pediatrics,5681
4755,fb860a16-a526-4123-a1a3-969bbc41ef3c,Nurse,11,Certified,General,3648
4756,05d98c40-6730-423a-9120-c9c56d272c5f,Doctor,9,Uncertified,General,9134
4757,6c759415-ecd4-4f6b-a8e5-44883c18ebd9,Midwife,4,Certified,General,5088
4758,07f7009a-8a51-419f-9c31-5267cf9ad7aa,Midwife,3,Certified,Obstetrics,9813
4759,c7225d8f-2ff9-4a7d-a2df-6584c9b7b082,Midwife,30,Certified,General,649
4760,e009316f-ae6c-4d4d-af67-e1a776f58592,Doctor,16,Certified,Pediatrics,5948
4761,2c279bb1-8a7c-4f1e-83a2-ccae4e65389c,Midwife,21,Uncertified,Surgery,2036
4762,999def8a-c530-4d91-a78b-40c3a4346b81,Nurse,3,Certified,General,6532
4763,fcf86bcd-cdd1-4047-92e5-aab8f660df3d,Nurse,24,Certified,Pediatrics,8793
4764,5c40784a-b124-4af3-b250-d67849149efe,Doctor,22,Certified,Obstetrics,9164
4765,7b60d00b-f5e3-4198-8e7f-7e9c0bd2aaac,Midwife,26,Certified,General,6443
4766,cd4dc526-65ea-47dd-94bf-4ad39a688294,Midwife,22,Uncertified,Surgery,8373
4767,3953c019-5ad9-41b1-aeae-a0441a44ae3e,Midwife,14,Uncertified,Surgery,5490
4768,c7eafa89-dee4-49eb-bee8-30007a6b3f8c,Doctor,2,Certified,General,5385
4769,418c6460-8687-4d7c-ae46-7f0d778f91aa,Doctor,5,Certified,Obstetrics,352
4770,1b2e046c-7db0-4075-8737-b06123baa116,Doctor,39,Certified,General,6248
4771,9072c5c8-49b5-4f7c-be66-6c5a6b8a0a4c,Midwife,5,Uncertified,General,586
4772,1c982099-961f-4ddf-908b-90d0feb6bae2,Doctor,30,Certified,Obstetrics,2177
4773,ae2bab92-f1e1-4d14-b16b-604263bc3f61,Doctor,18,Uncertified,Obstetrics,4333
4774,058e94d2-556b-4623-94fa-255f6da6d600,Midwife,25,Uncertified,Obstetrics,6484
4775,78822ac0-afc4-4ca5-961b-5779dac27830,Midwife,9,Certified,General,6973
4776,9b7d905a-57d5-416c-ac71-0b68cd856d32,Doctor,31,Certified,Pediatrics,5411
4777,195f2ccf-093c-46cc-9821-fab52d09e031,Midwife,2,Certified,Surgery,3532
4778,59434cb4-12ee-4585-9b3f-857d6360e30b,Midwife,35,Certified,Pediatrics,6434
4779,87b8b919-79f7-41c1-9cf0-c8546d55e211,Doctor,12,Certified,Obstetrics,1313
4780,8276c48c-9ff8-4ad8-baf8-c27f0fddd13b,Nurse,32,Uncertified,Surgery,917
4781,7a6e8482-0db0-4347-b549-f42024551e23,Nurse,28,Uncertified,Obstetrics,5910
4782,861d61d2-0569-46d6-8bcb-f7b9ab7df4f4,Nurse,32,Certified,Pediatrics,6808
4783,c1143180-373b-4989-b259-656e10353a74,Doctor,1,Certified,Pediatrics,9010
4784,d327e3a3-4ed0-42e4-bfe1-3bd9d997783d,Nurse,11,Uncertified,General,8946
4785,24340ac9-04b4-4aef-945b-3dd7bca96822,Midwife,16,Certified,General,4926
4786,7af69707-c552-41f9-b26a-c7c035604649,Midwife,24,Uncertified,General,7578
4787,d4c9a846-2d87-4345-bb50-962c4cb5f9bc,Midwife,32,Uncertified,Pediatrics,4530
4788,dc46fd1b-92ff-4785-aea4-6613fcbad69e,Doctor,1,Certified,Pediatrics,1141
4789,c7b09cf4-c205-44a7-acf3-7d53b752ed69,Doctor,35,Uncertified,Pediatrics,512
4790,1900d6f2-480a-4437-9f9e-dcb047596c22,Nurse,17,Certified,General,2803
4791,b25b30a8-171d-4b42-80f7-c7e28d5d0674,Nurse,22,Uncertified,General,4206
4792,a382660e-93c4-4493-ac38-b9d2611c156e,Doctor,1,Certified,Obstetrics,3826
4793,9cf8e2e0-9c5d-49d7-a85a-36df5a3ab332,Doctor,39,Certified,Pediatrics,5931
4794,b1bb5f1f-a515-42c2-9e34-2c861e29a57b,Nurse,3,Certified,Pediatrics,3578
4795,4cef5b30-d8d8-467a-9286-62892caeef83,Nurse,4,Uncertified,General,1419
4796,0a17d9dc-4349-4424-a6af-43066ba7d9f2,Nurse,20,Certified,General,4662
4797,1b62f672-fdac-4a87-9173-acc53f4d905f,Nurse,28,Certified,Pediatrics,7855
4798,764f4d67-8da4-4e46-a7db-48c78adab2f2,Doctor,1,Certified,Obstetrics,840
4799,182cb1d3-e7da-44a6-997c-4d56fe55ca2c,Nurse,7,Certified,Pediatrics,1817
4800,5b734738-ea33-43da-af44-f2e2435ef4a3,Doctor,38,Certified,General,9253
4801,fa2f558b-188c-4153-9950-18fb97125512,Doctor,30,Uncertified,General,6245
4802,0709e2e0-2524-4dcd-a74d-607215051857,Midwife,7,Certified,Obstetrics,5082
4803,3b01473a-d38e-4e0c-b045-d82acf49d9fc,Doctor,20,Uncertified,Surgery,4528
4804,bfd52d8f-e7eb-49fa-9048-2dc190191037,Doctor,23,Certified,General,4673
4805,5e1082b0-fe26-4cbe-8f3f-5435fb3b5f27,Doctor,16,Uncertified,Obstetrics,3066
4806,fbde7e54-6280-4750-b3b9-95989a4d027c,Doctor,21,Uncertified,Surgery,300
4807,a57423d0-6ec6-4c66-ae12-eab16ea61155,Nurse,1,Certified,General,7366
4808,3783020d-2778-49a1-80f9-8fb99464e261,Midwife,17,Uncertified,Surgery,319
4809,4a42c0a4-ed5b-4d7d-b28b-cd8792eeed04,Nurse,36,Uncertified,Obstetrics,7705
4810,acf85ea7-8ec0-493d-b05a-c176d3bc4c9b,Doctor,2,Certified,Pediatrics,2740
4811,5b74865b-7b4e-4d57-b894-29983532ea2e,Midwife,23,Certified,Surgery,5293
4812,bef0284b-ad0a-4ec6-9c9d-7f4be16ab497,Midwife,5,Certified,Obstetrics,1173
4813,e2f93114-4978-40b2-bf59-ec31e2987de6,Midwife,12,Uncertified,General,8029
4814,4cc6e094-803b-431f-87a7-9a4128b56073,Midwife,34,Uncertified,General,3496
4815,b8318f6c-795a-4f91-be09-c3b16289487a,Midwife,17,Uncertified,Pediatrics,1562
4816,a0b80b61-4e76-43cc-bdc7-3b7b7ab615b5,Nurse,21,Certified,Surgery,5482
4817,5312ab77-c729-4964-a142-42218cc5c84e,Nurse,4,Certified,Pediatrics,763
4818,027d93cc-3e5f-471d-bc30-48840dbffd7a,Doctor,26,Certified,General,297
4819,2de74cf2-bb24-49d1-bb2b-66d4d0f8a8a4,Nurse,25,Certified,Obstetrics,5499
4820,ca53ddbb-7992-4c61-b2d4-5d85dfcb9445,Doctor,26,Certified,Surgery,7429
4821,144e63da-cafa-4670-af0c-7fa722faf451,Doctor,24,Uncertified,Obstetrics,4508
4822,3450315a-9351-42ee-b435-fb0bfed5622b,Doctor,27,Certified,Pediatrics,4020
4823,288bd296-66a9-49fa-931a-4b36d063b17a,Nurse,13,Uncertified,Surgery,6831
4824,d768449e-f2e3-4262-8bec-dd565b958106,Midwife,21,Certified,General,8163
4825,286ec905-32a7-4683-9a3d-7684547b4f20,Nurse,37,Uncertified,Surgery,5037
4826,9b38137b-9e0d-481d-b18a-26f46cad400e,Doctor,17,Certified,Surgery,957
4827,d786cfdd-dca6-46b3-8725-d0b2254bee9b,Doctor,25,Uncertified,Pediatrics,2536
4828,acf26393-4e23-4921-a239-5979a7961377,Nurse,10,Uncertified,Surgery,545
4829,3eff2e54-82d2-4464-b3f4-be3fc62686d9,Nurse,32,Certified,Surgery,162
4830,6502ddf1-24c1-4ac4-b742-2169b0e3a7dd,Nurse,15,Certified,General,7967
4831,761c2613-b7fc-499a-8ef0-1628f4446f7b,Midwife,29,Certified,Pediatrics,4959
4832,96d4beb8-7cc7-4e77-b518-3180c325d7ee,Midwife,7,Certified,Pediatrics,8025
4833,829c7fa5-bbda-4f89-bd97-77f6e292d53d,Doctor,26,Certified,Pediatrics,5431
4834,91c3e855-86c8-4705-aa7f-8f77e133288b,Midwife,35,Certified,General,7639
4835,9832046d-dc51-4c9d-84b5-edafd5057178,Nurse,18,Certified,General,8323
4836,dae34279-2be5-4dc7-8d24-66e2144a435e,Nurse,26,Certified,Surgery,9219
4837,7143f782-6faa-4d30-b7af-962c86cd22c1,Midwife,34,Uncertified,Pediatrics,6241
4838,7ae9993c-7cd2-43ed-81a5-19492a6e0b4c,Doctor,2,Certified,Pediatrics,3557
4839,89d2e73e-c9d8-4901-bf73-fa3041d205a9,Nurse,26,Certified,Pediatrics,791
4840,155df726-9dd7-457f-ab58-c93862305320,Nurse,28,Certified,Surgery,323
4841,716fe3f5-049c-4f46-8b68-8cf10d50798c,Midwife,26,Uncertified,Surgery,6432
4842,db5fc59e-df3a-42bd-b478-3e0c61205840,Midwife,34,Certified,Obstetrics,1093
4843,608d32c2-98c8-4dea-aa57-66a6c8c938a3,Nurse,7,Uncertified,Pediatrics,5670
4844,cb5c5268-f50a-48e8-9ed4-6beaddbf49c5,Nurse,37,Uncertified,Obstetrics,5168
4845,d5b8c4ca-2ec1-4ff5-9041-471d61828f6d,Nurse,22,Certified,Surgery,9972
4846,be6038a7-19af-4a94-881d-6550bfd540fd,Midwife,38,Uncertified,Surgery,6368
