socioeconomic_key,employment_status,income_level,access_to_healthcare,education_level,insurance_coverage
5996,Student,6989.48326458979,Good,None,No
5997,Unemployed,4550.060988221794,Good,Tertiary,Yes
5998,Student,424.41430502562497,Moderate,None,No
5999,Employed,783.9597300931783,Moderate,Tertiary,No
6000,Unemployed,5878.193102142462,Poor,Secondary,Yes
6001,Unemployed,8388.611666871466,Moderate,Primary,Yes
6002,Employed,6001.213737244314,Moderate,Primary,No
6003,Student,3912.653769069081,Moderate,None,No
6004,Unemployed,4420.933403862185,Good,Secondary,Yes
6005,Unemployed,4059.5054393694963,Good,None,No
6006,Unemployed,8978.814699802193,Poor,Primary,Yes
6007,Employed,1611.7913810111143,Moderate,None,No
6008,Student,3878.1027094163255,Good,None,No
6009,Employed,3151.9013723328826,Poor,Primary,Yes
6010,Employed,5933.019117046787,Moderate,Secondary,Yes
6011,Employed,6951.720002211942,Poor,None,No
6012,Unemployed,5222.180776753278,Moderate,Secondary,No
6013,Unemployed,9915.451569836592,Good,Tertiary,Yes
6014,Student,2616.6434187109908,Poor,None,Yes
6015,Unemployed,283.2865246442425,Moderate,None,Yes
6016,Unemployed,7262.36671507116,Good,None,No
6017,Employed,2523.516951506613,Moderate,Primary,No
6018,Employed,9709.43983192826,Good,None,Yes
6019,Employed,8055.7749668042625,Poor,Secondary,Yes
6020,Student,6298.519647943702,Moderate,None,No
6021,Employed,7073.172105009545,Good,Tertiary,Yes
6022,Unemployed,8016.896740144456,Good,Primary,Yes
6023,Employed,6875.70861027699,Good,None,Yes
6024,Student,3209.453017083705,Good,Primary,Yes
6025,Employed,5112.747836375918,Moderate,Primary,No
6026,Unemployed,3210.8540263714594,Good,Primary,No
6027,Unemployed,7056.768080673401,Good,Secondary,Yes
6028,Employed,182.51125294486573,Moderate,Tertiary,No
6029,Employed,3917.468762014567,Moderate,None,No
6030,Unemployed,1669.7513477628818,Moderate,Primary,Yes
6031,Student,9498.920714693017,Good,Primary,Yes
6032,Student,7220.646511033712,Poor,Tertiary,Yes
6033,Employed,5084.094924274477,Moderate,None,Yes
6034,Unemployed,2497.3003076646305,Good,Secondary,No
6035,Unemployed,290.3764530316448,Good,Secondary,Yes
6036,Unemployed,7581.641399619743,Poor,None,Yes
6037,Unemployed,5013.493690674284,Moderate,Primary,No
6038,Unemployed,986.2949204699737,Good,Secondary,No
6039,Unemployed,5793.065661602608,Moderate,Tertiary,Yes
6040,Unemployed,496.12959335456816,Good,Secondary,Yes
6041,Student,4388.627083034472,Moderate,None,No
6042,Student,4454.067406880379,Good,Secondary,No
6043,Student,8650.192516001214,Good,Tertiary,No
6044,Student,9874.810399810744,Good,Primary,Yes
6045,Unemployed,1525.7150089233903,Poor,Primary,Yes
6046,Employed,7050.475865965487,Moderate,Secondary,No
6047,Unemployed,8729.691676789582,Poor,Tertiary,Yes
6048,Employed,4357.884571793106,Poor,Primary,Yes
6049,Employed,3333.2959201470385,Poor,None,No
6050,Unemployed,298.07693746866323,Moderate,Secondary,Yes
6051,Unemployed,5678.215739797071,Poor,None,No
6052,Unemployed,1886.5572718942458,Poor,Primary,No
6053,Employed,835.7489931168492,Poor,Primary,No
6054,Employed,140.37733514587657,Moderate,Primary,No
6055,Unemployed,9613.68240193503,Moderate,Primary,No
6056,Employed,8594.459933987546,Good,Tertiary,No
6057,Unemployed,9626.447564646427,Poor,Tertiary,Yes
6058,Student,9423.18053153803,Poor,Secondary,No
6059,Employed,6290.2873277356975,Good,Secondary,No
6060,Employed,6100.947795051369,Poor,Tertiary,Yes
6061,Student,8486.399105384755,Moderate,Tertiary,No
6062,Student,9470.974155406004,Good,Primary,Yes
6063,Student,5934.811885769056,Moderate,Tertiary,No
6064,Student,1286.9741780398601,Good,Tertiary,Yes
6065,Unemployed,1402.875796469977,Poor,Primary,Yes
6066,Unemployed,6633.229567854503,Good,Primary,Yes
6067,Student,899.6740774620005,Good,Tertiary,Yes
6068,Student,6155.683033141186,Moderate,Secondary,No
6069,Employed,9642.55678960031,Poor,Primary,Yes
6070,Employed,132.70541570261696,Good,Secondary,No
6071,Unemployed,1938.8933621023693,Good,Tertiary,No
6072,Unemployed,9451.01416753557,Poor,Tertiary,No
6073,Unemployed,4939.632403774301,Good,Primary,Yes
6074,Employed,2939.617016227945,Moderate,Primary,No
6075,Unemployed,2563.28223674978,Poor,Primary,No
6076,Unemployed,8652.740518920938,Poor,Secondary,No
6077,Unemployed,4352.695391379237,Poor,None,No
6078,Student,6393.141860533173,Poor,Secondary,No
6079,Employed,3168.3331719760613,Poor,Tertiary,Yes
6080,Unemployed,5495.614933034662,Poor,None,No
6081,Student,7980.619226444163,Moderate,None,No
6082,Student,3451.802680790891,Moderate,None,Yes
6083,Unemployed,4038.6279030766577,Moderate,Tertiary,Yes
6084,Employed,4488.671232697585,Poor,None,Yes
6085,Employed,6029.3596587226475,Moderate,Tertiary,No
6086,Unemployed,3112.0477685632404,Moderate,Primary,No
6087,Student,4512.605042292985,Poor,Secondary,No
6088,Student,5523.865716446573,Good,None,No
6089,Employed,3610.6047910039497,Good,None,Yes
6090,Student,169.7003055477191,Good,Tertiary,Yes
6091,Employed,2771.904698493924,Moderate,Primary,No
6092,Employed,8177.813557598836,Poor,Primary,Yes
6093,Student,2906.268866957125,Good,Secondary,No
6094,Unemployed,8241.19533621605,Good,None,Yes
6095,Employed,4149.133020392752,Moderate,Tertiary,Yes
6096,Employed,8676.096848671927,Poor,Tertiary,Yes
6097,Employed,3816.6188400774263,Poor,None,No
6098,Employed,2994.661175871763,Good,Secondary,No
6099,Student,2452.295481269493,Poor,None,No
6100,Unemployed,3096.501039922038,Poor,Primary,No
6101,Unemployed,2063.374373105269,Moderate,Secondary,No
6102,Employed,7530.380318085885,Good,None,No
6103,Student,9820.158941468766,Poor,Primary,Yes
6104,Unemployed,4032.506876988891,Poor,Primary,Yes
6105,Student,3398.9731786399966,Moderate,None,No
6106,Student,6411.995268310263,Good,None,No
6107,Unemployed,4361.504565834772,Good,Primary,Yes
6108,Student,575.9974630488473,Moderate,None,No
6109,Unemployed,3509.121997544999,Moderate,Primary,Yes
6110,Student,8021.596587658927,Moderate,Tertiary,No
6111,Student,779.8458151637951,Good,None,Yes
6112,Unemployed,2660.9459553439397,Good,Primary,No
6113,Unemployed,9750.94967229114,Moderate,None,Yes
6114,Unemployed,2902.6770323318033,Moderate,Secondary,No
6115,Employed,8530.012787400183,Moderate,None,No
6116,Employed,9001.494758426115,Moderate,Secondary,Yes
6117,Student,6850.100330449346,Poor,Secondary,Yes
6118,Employed,4796.456701887639,Good,Primary,No
6119,Employed,9559.699107589508,Moderate,Tertiary,No
6120,Student,9638.678617193,Good,Secondary,No
6121,Employed,6398.447309741962,Good,None,Yes
6122,Unemployed,7480.6213153805065,Good,Secondary,No
6123,Employed,8818.592030438436,Poor,Secondary,Yes
6124,Unemployed,1160.8814374388915,Good,None,Yes
6125,Student,5695.36421978394,Good,Tertiary,No
6126,Employed,8649.220631839766,Good,Tertiary,No
6127,Student,9140.090812973895,Poor,Secondary,No
6128,Student,9996.435805034876,Good,Primary,Yes
6129,Unemployed,7355.5420593241715,Good,Primary,No
6130,Employed,2170.7178763748575,Good,Secondary,No
6131,Unemployed,6379.781155533668,Poor,Primary,Yes
6132,Student,9896.255254693362,Moderate,Tertiary,No
6133,Unemployed,5917.137562319193,Good,Primary,Yes
6134,Student,3917.9306217717763,Poor,Secondary,Yes
6135,Student,2786.2957776863313,Poor,Primary,No
6136,Unemployed,3555.7031209365946,Moderate,None,Yes
6137,Employed,7386.680462260016,Poor,Tertiary,Yes
6138,Employed,2183.1734779665785,Good,Secondary,No
6139,Student,6444.5691926800155,Moderate,None,Yes
6140,Unemployed,6306.421684952636,Poor,Tertiary,No
6141,Employed,2714.358645566104,Poor,Secondary,No
6142,Unemployed,5092.286998921491,Moderate,Primary,No
6143,Employed,8677.847300434543,Moderate,Tertiary,No
6144,Student,7973.396634619255,Poor,None,No
6145,Employed,5902.882835332335,Good,None,Yes
6146,Unemployed,6705.67004201851,Good,Primary,Yes
6147,Student,446.89195415968766,Good,Tertiary,Yes
6148,Student,983.7134742150546,Moderate,Primary,Yes
6149,Employed,3810.3927136651496,Poor,Secondary,Yes
6150,Unemployed,3898.380362778195,Moderate,Tertiary,Yes
6151,Student,3048.965105110047,Good,Secondary,No
6152,Unemployed,6540.895084814167,Poor,Tertiary,Yes
6153,Unemployed,6109.108044325588,Good,None,Yes
6154,Unemployed,6876.9949401697295,Good,None,Yes
6155,Student,2387.009338184139,Poor,Tertiary,Yes
6156,Employed,126.81150618463879,Poor,Tertiary,No
6157,Employed,9675.485031351936,Moderate,Secondary,Yes
6158,Unemployed,7748.495130999561,Poor,Secondary,Yes
6159,Employed,4624.278451966724,Poor,None,No
6160,Employed,533.2060320437565,Moderate,None,Yes
6161,Unemployed,2071.374705955025,Poor,None,No
6162,Unemployed,624.2980633258076,Poor,None,No
6163,Unemployed,4824.28257513429,Poor,Secondary,Yes
6164,Student,2249.9449834642996,Poor,Secondary,Yes
6165,Unemployed,5431.777635382408,Poor,Tertiary,No
6166,Employed,714.0749366931759,Good,None,Yes
6167,Unemployed,7137.221214849352,Good,Primary,No
6168,Student,1096.8920141455192,Poor,Secondary,Yes
6169,Student,3163.5622791444525,Good,Tertiary,Yes
6170,Student,6487.411708036987,Moderate,None,No
6171,Employed,1165.1241612985539,Good,Tertiary,No
6172,Student,9787.549922464217,Poor,Tertiary,Yes
6173,Student,1993.153184314414,Moderate,None,No
6174,Unemployed,457.4862644736082,Good,Secondary,No
6175,Employed,6718.694798998014,Moderate,Tertiary,No
6176,Student,3877.2375213330934,Moderate,None,Yes
6177,Employed,9676.73679798737,Moderate,None,Yes
6178,Unemployed,964.2432183470141,Moderate,Secondary,Yes
6179,Unemployed,3614.8854662935264,Moderate,Secondary,No
6180,Student,5974.091271161602,Moderate,Primary,No
6181,Student,5488.517851661992,Good,Tertiary,No
6182,Unemployed,4932.0631276070435,Good,Primary,Yes
6183,Employed,3900.339443832225,Moderate,Primary,Yes
6184,Employed,8363.616284647922,Poor,Primary,Yes
6185,Unemployed,1466.9730534691635,Good,Tertiary,No
6186,Employed,5064.243514932768,Poor,Secondary,No
6187,Student,5767.225850796915,Poor,Secondary,No
6188,Unemployed,8859.065595107502,Good,Secondary,Yes
6189,Student,2896.41289786183,Poor,Primary,Yes
6190,Student,2810.41873025308,Poor,None,No
6191,Employed,8117.797514097633,Good,Primary,Yes
6192,Student,2840.9609603387653,Poor,None,Yes
6193,Student,633.4079162564716,Moderate,Secondary,Yes
6194,Unemployed,5270.99682145919,Good,Tertiary,No
6195,Employed,7614.484594205252,Good,Secondary,No
6196,Employed,1619.4267802937384,Good,Secondary,Yes
6197,Student,7644.081634312611,Moderate,Tertiary,No
6198,Unemployed,3609.7155704004754,Moderate,Secondary,Yes
6199,Student,9490.162125705076,Poor,Tertiary,Yes
6200,Unemployed,961.5052740437152,Good,None,No
6201,Student,3221.429767749819,Poor,Secondary,Yes
6202,Unemployed,2180.3919642027695,Good,Secondary,Yes
6203,Student,8979.170472383521,Good,Secondary,Yes
6204,Unemployed,2864.409997188393,Poor,None,No
6205,Employed,2729.765451814784,Moderate,Primary,Yes
6206,Student,7076.463575390155,Poor,Tertiary,Yes
6207,Employed,9496.010120702185,Good,None,Yes
6208,Unemployed,5943.287060930211,Good,None,Yes
6209,Employed,9424.914035332044,Good,Tertiary,Yes
6210,Employed,6614.48512705514,Poor,Tertiary,No
6211,Employed,2051.6461532683384,Moderate,Tertiary,Yes
6212,Employed,7471.082267120918,Poor,Tertiary,Yes
6213,Unemployed,3034.7931701324333,Moderate,Tertiary,No
6214,Employed,3157.2220978428613,Good,Secondary,No
6215,Student,8107.147116219613,Poor,Secondary,No
6216,Employed,2661.7657149684173,Poor,Secondary,Yes
6217,Employed,3399.2308801838963,Good,Primary,No
6218,Employed,9873.212980665674,Good,Secondary,No
6219,Unemployed,1783.4056342979181,Poor,None,Yes
6220,Employed,6358.00569755336,Poor,Secondary,Yes
6221,Employed,4006.614196500881,Poor,None,No
6222,Unemployed,3265.2760094438495,Good,Tertiary,No
6223,Student,1416.9340661700821,Good,None,No
6224,Unemployed,5372.043655770847,Poor,Primary,Yes
6225,Unemployed,5742.019786416095,Good,Secondary,Yes
6226,Employed,6910.390984513955,Poor,Secondary,No
6227,Unemployed,7901.0494315903825,Good,Primary,No
6228,Employed,4185.82712459464,Moderate,None,No
6229,Employed,5432.230302149289,Moderate,None,Yes
6230,Unemployed,745.3430545276071,Moderate,Tertiary,No
6231,Unemployed,4230.44083322602,Good,Tertiary,No
6232,Employed,1406.2938476953723,Good,Primary,Yes
6233,Employed,107.17465508894952,Poor,Secondary,Yes
6234,Student,691.511940566076,Moderate,Primary,Yes
6235,Student,344.6496283785629,Good,Tertiary,No
6236,Unemployed,3983.5745375764727,Moderate,Secondary,No
6237,Student,3904.9668247253653,Moderate,Tertiary,No
6238,Student,2069.968860971171,Good,None,No
6239,Student,4705.421400439438,Moderate,Primary,Yes
6240,Employed,887.2876916497878,Moderate,None,No
6241,Student,2989.23052040843,Good,None,No
6242,Employed,549.883648458921,Good,None,Yes
6243,Employed,166.36688124794415,Moderate,Secondary,No
6244,Unemployed,5911.6543541634965,Poor,Tertiary,No
6245,Student,7201.11824863896,Good,Secondary,Yes
6246,Employed,2660.0925393081206,Poor,Tertiary,No
6247,Employed,6958.160205645744,Moderate,Secondary,No
6248,Student,6315.778687434017,Moderate,Tertiary,No
6249,Unemployed,7777.513601711142,Moderate,None,Yes
6250,Employed,2133.7038384930465,Good,None,Yes
6251,Employed,4860.06048940935,Good,None,No
6252,Employed,2187.778576543903,Poor,Tertiary,Yes
6253,Student,8719.529447490959,Good,Tertiary,No
6254,Student,6490.017265763339,Poor,Tertiary,Yes
6255,Employed,944.0738755805044,Good,Secondary,No
6256,Employed,3721.983065971996,Good,Secondary,Yes
6257,Unemployed,479.68601073711386,Poor,Secondary,No
6258,Student,9849.277807767534,Poor,Secondary,No
6259,Unemployed,8250.821116068795,Moderate,None,Yes
6260,Employed,3594.116950880668,Good,Secondary,No
6261,Unemployed,3904.774611924668,Poor,Primary,No
6262,Student,3757.6917310015083,Poor,Secondary,No
6263,Unemployed,6609.607731944954,Good,Secondary,No
6264,Unemployed,3546.7532442269126,Poor,Tertiary,Yes
6265,Student,2202.6931971350255,Poor,None,No
6266,Unemployed,2753.3795097119296,Moderate,Tertiary,No
6267,Unemployed,7976.419361735358,Moderate,Secondary,Yes
6268,Unemployed,1118.7898665060197,Poor,Primary,No
6269,Student,4357.917923287781,Moderate,Tertiary,No
6270,Unemployed,4018.2619673450045,Moderate,Secondary,Yes
6271,Student,5613.814145612206,Poor,Primary,Yes
6272,Employed,700.719409856967,Good,Primary,Yes
6273,Unemployed,432.15871122450966,Poor,Tertiary,Yes
6274,Employed,6976.8301061902675,Moderate,Secondary,Yes
6275,Unemployed,5278.995896031632,Moderate,Tertiary,No
6276,Student,1300.4205188338626,Poor,Secondary,Yes
6277,Unemployed,3912.611448965315,Good,Secondary,Yes
6278,Student,5287.190936557821,Good,Primary,No
6279,Student,3596.93907488163,Good,Tertiary,No
6280,Employed,1228.202285853283,Moderate,None,Yes
6281,Student,1589.8912851732766,Poor,Tertiary,No
6282,Student,2528.8605158103746,Moderate,Tertiary,No
6283,Student,112.11202925558027,Moderate,Primary,Yes
6284,Employed,7314.292393520949,Good,Primary,No
6285,Student,6897.135110833727,Moderate,Tertiary,No
6286,Student,8823.94911540546,Good,Primary,No
6287,Student,1232.9655231954098,Poor,Tertiary,No
6288,Student,6195.079930284642,Good,Primary,Yes
6289,Student,7247.623131367273,Moderate,Primary,No
6290,Employed,6110.836497949221,Moderate,Tertiary,Yes
6291,Student,3621.970433141558,Moderate,None,No
6292,Unemployed,3328.2771252614984,Good,Tertiary,No
6293,Unemployed,1469.713762368292,Moderate,Secondary,No
6294,Employed,9717.05192280014,Good,Primary,No
6295,Employed,1198.8023518524863,Poor,Primary,No
6296,Unemployed,6856.318942301086,Moderate,Tertiary,No
6297,Unemployed,8865.730168121036,Moderate,None,Yes
6298,Employed,9011.639977945822,Poor,None,Yes
6299,Unemployed,9251.259906136049,Moderate,Primary,Yes
6300,Employed,6632.035937362797,Moderate,Primary,No
6301,Employed,1391.6440854982177,Moderate,Secondary,Yes
6302,Unemployed,5247.730627021912,Poor,None,No
6303,Student,4439.876561167969,Moderate,Primary,No
6304,Unemployed,6749.919443278688,Moderate,Tertiary,Yes
6305,Student,4639.506889120263,Poor,None,Yes
6306,Unemployed,8239.539186704402,Poor,Secondary,Yes
6307,Student,4179.023499886638,Moderate,Tertiary,No
6308,Employed,7562.283458652913,Moderate,Tertiary,Yes
6309,Unemployed,9519.74278604017,Good,Primary,No
6310,Employed,7296.233278348924,Good,Tertiary,Yes
6311,Employed,7652.174606117204,Good,Tertiary,No
6312,Employed,7137.932437692959,Good,None,Yes
6313,Employed,8420.963784479176,Moderate,Tertiary,Yes
6314,Student,2987.955225856399,Poor,None,No
6315,Student,9921.812820743218,Good,None,No
6316,Employed,7978.713704721037,Good,None,No
6317,Student,7603.296573101451,Poor,Secondary,Yes
6318,Unemployed,986.1751307737622,Good,Secondary,No
6319,Unemployed,3397.8264612650387,Poor,Primary,Yes
6320,Student,2608.8207677165988,Poor,Secondary,No
6321,Employed,1208.1412308290185,Moderate,Tertiary,No
6322,Employed,9148.48982576988,Good,Tertiary,Yes
6323,Student,6139.840153563569,Moderate,Tertiary,No
6324,Unemployed,8979.747705528403,Poor,Secondary,No
6325,Student,5370.496099944793,Poor,Secondary,No
6326,Student,9116.39648847706,Poor,Primary,No
6327,Employed,9268.496036354783,Moderate,None,Yes
6328,Student,6559.059909505425,Good,Primary,No
6329,Student,5059.743427029279,Moderate,None,Yes
6330,Employed,2294.1512975051337,Good,Secondary,Yes
6331,Student,9149.522311354014,Good,None,No
6332,Student,7818.82620564534,Moderate,None,No
6333,Employed,3421.493075985998,Good,Tertiary,Yes
6334,Student,6706.651065923812,Moderate,Secondary,No
6335,Unemployed,6149.904403690962,Moderate,None,Yes
6336,Student,1165.0534464899504,Poor,None,Yes
6337,Student,9318.115081664266,Poor,None,Yes
6338,Student,158.66907088674972,Poor,Tertiary,No
6339,Student,8298.511393195731,Good,None,No
6340,Student,5163.154914505931,Moderate,Tertiary,Yes
6341,Student,8274.802332402198,Poor,Primary,No
6342,Unemployed,5601.233073119465,Good,Tertiary,No
6343,Employed,1617.1963151608081,Good,Secondary,Yes
6344,Unemployed,4789.550575370624,Poor,Primary,No
6345,Student,8800.350922548785,Poor,Secondary,No
6346,Student,2372.759593461029,Poor,Tertiary,Yes
6347,Student,1285.611974088022,Poor,None,No
6348,Student,4203.402730776401,Moderate,None,No
6349,Unemployed,8128.9119787916125,Good,Tertiary,No
6350,Unemployed,7084.825242296765,Poor,Secondary,Yes
6351,Student,9967.79105880438,Moderate,Secondary,No
6352,Unemployed,8814.86011609607,Moderate,Tertiary,No
6353,Employed,1796.6406899085268,Poor,None,No
6354,Unemployed,7900.62762201673,Moderate,Tertiary,No
6355,Employed,7209.448052928833,Good,Secondary,Yes
6356,Student,2034.980229534617,Good,Primary,No
6357,Student,7825.300673695001,Poor,Tertiary,Yes
6358,Student,2501.8163665377056,Poor,None,Yes
6359,Employed,4609.502226748621,Poor,Secondary,No
6360,Student,2846.1972171486086,Good,Tertiary,Yes
6361,Employed,4567.334050391486,Moderate,Secondary,No
6362,Employed,3089.402359062805,Poor,None,No
6363,Student,6625.4441895621785,Good,Tertiary,Yes
6364,Employed,8040.891512263805,Poor,Secondary,No
6365,Student,284.25207342956423,Good,Tertiary,Yes
6366,Unemployed,4085.504890471501,Good,Secondary,No
6367,Employed,1539.954027919172,Good,Primary,Yes
6368,Unemployed,291.7369959329442,Good,None,No
6369,Employed,9833.317329118301,Poor,Tertiary,No
6370,Employed,6770.0326883580865,Good,Tertiary,Yes
6371,Student,4577.774239805888,Poor,Tertiary,Yes
6372,Student,4366.928497698907,Good,Primary,No
6373,Unemployed,8424.68124116606,Moderate,None,No
6374,Employed,5750.361895676271,Poor,Secondary,No
6375,Employed,7515.211114414088,Good,Primary,No
6376,Unemployed,9212.170094526795,Good,Tertiary,Yes
6377,Unemployed,8847.299043770488,Good,Tertiary,No
6378,Unemployed,1040.311318574617,Poor,Tertiary,Yes
6379,Student,4911.181350105914,Good,Secondary,Yes
6380,Employed,6371.554888650376,Moderate,Secondary,No
6381,Employed,4685.958629300144,Poor,Secondary,Yes
6382,Employed,2972.8062037891978,Good,None,No
6383,Student,9172.807879604812,Moderate,Tertiary,Yes
6384,Student,8996.422398756267,Poor,Secondary,Yes
6385,Employed,8434.327174794587,Poor,Primary,No
6386,Student,9340.489847653624,Good,Tertiary,No
6387,Student,7456.017318692945,Good,Secondary,No
6388,Employed,3959.089817362176,Moderate,Primary,Yes
6389,Employed,5027.084805881755,Moderate,Tertiary,No
6390,Employed,8257.69908917469,Good,None,No
6391,Unemployed,9114.625650505865,Moderate,Tertiary,No
6392,Employed,6737.526240740636,Moderate,Secondary,No
6393,Unemployed,5853.318042052928,Poor,None,Yes
6394,Student,8938.462935142003,Poor,None,Yes
6395,Employed,7525.134511875397,Poor,Secondary,Yes
6396,Employed,9141.004930910163,Good,Tertiary,No
6397,Unemployed,8841.508057200026,Good,Tertiary,No
6398,Employed,3355.1455985174525,Good,None,No
6399,Student,1396.359186442915,Poor,Secondary,Yes
6400,Unemployed,7051.3805977145175,Poor,None,Yes
6401,Employed,9344.362473074332,Moderate,None,No
6402,Employed,9103.913041165491,Poor,Tertiary,Yes
6403,Student,9207.916150651927,Moderate,Secondary,Yes
6404,Student,8723.686982978194,Poor,Primary,Yes
6405,Unemployed,4439.579223842637,Moderate,Tertiary,Yes
6406,Student,9371.915123821502,Moderate,Primary,Yes
6407,Employed,6407.496108513569,Moderate,Tertiary,Yes
6408,Student,8320.207540645179,Good,Secondary,Yes
6409,Employed,3061.116170390312,Good,Secondary,Yes
6410,Student,5050.176597021425,Good,Primary,Yes
6411,Employed,1263.057343860826,Good,Secondary,No
6412,Unemployed,1626.4900698995714,Good,None,No
6413,Student,8091.751676789818,Good,None,Yes
6414,Student,9444.938507070636,Poor,Primary,Yes
6415,Unemployed,5323.909314876314,Good,Primary,Yes
6416,Employed,4909.371095622464,Good,Primary,Yes
6417,Student,9427.775874884597,Good,Primary,No
6418,Student,8328.987582838477,Poor,Primary,Yes
6419,Employed,1908.6667488193953,Moderate,None,Yes
6420,Employed,514.228563908536,Moderate,Tertiary,No
6421,Student,9506.934535715778,Poor,None,No
6422,Student,5449.567211683487,Moderate,Primary,Yes
6423,Unemployed,6499.155605987498,Good,Secondary,Yes
6424,Student,5355.891658188747,Good,Primary,No
6425,Employed,7412.392100434963,Moderate,None,No
6426,Student,8985.692141266163,Moderate,Tertiary,Yes
6427,Student,9938.476724594522,Moderate,Secondary,Yes
6428,Student,3700.051268916406,Good,Tertiary,Yes
6429,Employed,5242.973944461011,Good,Primary,Yes
6430,Student,8846.737891681125,Poor,Secondary,Yes
6431,Student,4413.176395664939,Poor,Secondary,No
6432,Student,3654.0116963874575,Poor,Secondary,No
6433,Student,9692.52370246153,Poor,Tertiary,No
6434,Employed,7346.004920488861,Poor,Tertiary,Yes
6435,Student,5119.250368579808,Poor,Secondary,No
6436,Unemployed,7979.5571447115835,Poor,Primary,No
6437,Unemployed,3258.054008924971,Moderate,Primary,No
6438,Student,5933.234470734023,Poor,Primary,No
6439,Student,7136.264802521544,Good,Secondary,No
6440,Student,7187.95135312633,Poor,None,No
6441,Unemployed,2038.3927797216397,Moderate,Primary,Yes
6442,Employed,9947.884802996212,Good,Primary,No
6443,Employed,7564.232926626925,Good,Tertiary,No
6444,Employed,7455.839596629599,Moderate,Primary,No
6445,Student,5900.293324372969,Moderate,Primary,No
6446,Unemployed,3493.8726504343567,Poor,Secondary,Yes
6447,Unemployed,4937.565398724684,Good,None,No
6448,Unemployed,4315.917170250613,Good,Secondary,No
6449,Employed,1234.0502785304193,Moderate,Secondary,No
6450,Unemployed,9255.167897020036,Good,Primary,No
6451,Student,5125.698968102678,Poor,None,Yes
6452,Student,526.859552051194,Good,None,No
6453,Unemployed,4252.770301812241,Good,Secondary,Yes
6454,Employed,4263.783287206536,Good,Primary,No
6455,Employed,957.5757111443394,Good,Tertiary,Yes
6456,Unemployed,2038.7277664394137,Poor,Tertiary,No
6457,Employed,869.8786431471852,Good,Primary,Yes
6458,Employed,1687.067581823717,Good,None,No
6459,Employed,1233.3597961593437,Moderate,Primary,No
6460,Unemployed,9033.315979479763,Moderate,Secondary,No
6461,Student,7782.295439209528,Poor,None,Yes
6462,Employed,8741.372531040264,Moderate,Tertiary,No
6463,Unemployed,1471.6222408152116,Moderate,Secondary,No
6464,Unemployed,6725.978837868129,Poor,Secondary,No
6465,Employed,9027.036420603057,Moderate,None,Yes
6466,Employed,9537.900850050904,Poor,Tertiary,Yes
6467,Unemployed,677.4970894270912,Poor,Tertiary,Yes
6468,Employed,3853.1237097079224,Moderate,Tertiary,Yes
6469,Unemployed,3698.179081331522,Poor,Tertiary,No
6470,Employed,1952.1781685324668,Good,Tertiary,No
6471,Unemployed,1628.1683730645211,Poor,Secondary,Yes
6472,Unemployed,3772.847341611186,Good,Primary,Yes
6473,Unemployed,7146.871073367637,Poor,None,No
6474,Student,7333.437181938048,Moderate,None,Yes
6475,Employed,5814.7010792482915,Moderate,Primary,No
6476,Unemployed,7880.550230965819,Moderate,Secondary,No
6477,Unemployed,7067.779286231911,Moderate,None,Yes
6478,Student,7975.88117960389,Good,Primary,Yes
6479,Student,9750.889351701227,Good,Secondary,No
6480,Student,5836.982514962264,Good,Secondary,Yes
6481,Employed,7687.962926737394,Poor,Secondary,Yes
6482,Student,8349.893812343591,Good,Primary,No
6483,Employed,9137.99002092617,Good,Secondary,No
6484,Unemployed,5497.811827095212,Poor,Tertiary,No
6485,Student,9197.13686067628,Good,None,No
6486,Student,5435.913666682896,Moderate,None,Yes
6487,Unemployed,6961.324806401854,Poor,None,No
6488,Unemployed,3546.447910051892,Moderate,None,Yes
6489,Employed,9851.73461148134,Moderate,Secondary,No
6490,Student,2252.124441712376,Moderate,Secondary,Yes
6491,Employed,2654.365282399769,Poor,Primary,No
6492,Student,2591.8930243168147,Poor,Primary,Yes
6493,Employed,4267.882630551415,Poor,Primary,Yes
6494,Student,7703.610245059865,Good,None,No
6495,Employed,9843.668988105439,Moderate,Tertiary,No
6496,Unemployed,6214.688428219465,Poor,Tertiary,No
6497,Student,6213.858935375949,Good,Tertiary,Yes
6498,Student,5323.81733049715,Poor,None,No
6499,Unemployed,9029.911130977653,Moderate,None,No
6500,Unemployed,3384.3268788302107,Poor,Tertiary,Yes
6501,Unemployed,1979.7691115040247,Poor,Secondary,No
6502,Student,2365.6851193741754,Poor,None,Yes
6503,Student,8614.056263001537,Poor,Tertiary,No
6504,Student,1779.7941909733206,Poor,None,Yes
6505,Employed,5045.408515328339,Poor,None,No
6506,Unemployed,3284.9453542504184,Poor,Tertiary,Yes
6507,Student,1915.0108998205837,Moderate,Tertiary,No
6508,Student,5764.542186806558,Poor,Tertiary,No
6509,Employed,8566.104648042216,Poor,Tertiary,No
6510,Unemployed,3264.223633316144,Poor,Primary,Yes
6511,Unemployed,1285.5160368203817,Moderate,Secondary,No
6512,Employed,6267.609363180142,Good,Tertiary,No
6513,Unemployed,7423.647029767957,Poor,Tertiary,No
6514,Unemployed,5634.711979447771,Poor,Tertiary,No
6515,Employed,1263.0314106891026,Good,Secondary,Yes
6516,Employed,146.28590756231776,Good,Primary,No
6517,Student,953.7264867341325,Moderate,Primary,Yes
6518,Employed,9234.657465988941,Good,Primary,Yes
