facility_key,facility_name,facility_type,number_of_beds,number_of_nurses,number_of_doctors,distance_to_community,facility_location_key
4559,"Jones, King and Tapia",Hospital,418,70,1,29.20642358326108,1779
4560,Duffy-Stanley,Clinic,498,32,46,28.26621365066601,4270
4561,Wolfe LLC,Hospital,495,88,45,18.382517807081303,749
4562,Hughes-Clark,Maternity Home,341,42,30,13.243313709812238,6299
4563,Harvey-Gillespie,Clinic,333,48,10,22.685925427066348,5779
4564,"Mendez, Williams and Henry",Maternity Home,480,57,10,15.436748917861703,1808
4565,Porter LLC,Hospital,442,84,28,29.867531681185774,9726
4566,Scott Group,Hospital,331,8,4,20.60952512715432,6454
4567,Mullins-Carrillo,Clinic,50,76,14,2.1379857834420304,3797
4568,Barker-Oliver,Hospital,160,48,12,12.11712856657865,8179
4569,Avery-Cohen,Maternity Home,405,50,38,21.934914464672516,7905
4570,James Group,Clinic,492,88,47,25.28684040364385,3423
4571,Wells PLC,Hospital,436,30,37,24.419748049190574,2210
4572,Miller Ltd,Hospital,432,17,10,29.31940795759965,2739
4573,"Welch, Davis and James",Clinic,240,73,41,14.724702800276017,8484
4574,Allen-Riggs,Hospital,320,48,27,4.288004562115063,2741
4575,Morris PLC,Hospital,64,57,42,19.602071111855977,6746
4576,"Bond, Robinson and Jenkins",Clinic,9,55,12,2.2153923240429845,2436
4577,Sutton PLC,Clinic,457,17,22,29.208346798832203,2828
4578,"Norman, Walls and Wallace",Hospital,466,45,4,22.780138800264762,8373
4579,"White, Hill and Cunningham",Hospital,458,15,29,29.466235558155894,5181
4580,"Valdez, Williams and Richards",Maternity Home,395,41,36,11.379864431406554,9363
4581,"Black, Thompson and Hayes",Maternity Home,185,64,45,0.5723211805819144,2744
4582,Williams PLC,Clinic,149,36,14,15.686561973317952,5897
4583,Simmons-Mcdaniel,Maternity Home,319,49,12,3.723379812881912,1136
4584,Gonzalez Group,Clinic,269,22,45,20.42086813109069,1711
4585,Smith Ltd,Hospital,227,97,20,14.976787605961631,2345
4586,"Whitehead, Barton and Williams",Clinic,410,83,45,22.628064589432032,4787
4587,Walker Ltd,Hospital,305,24,23,8.802956908426836,7285
4588,"Bruce, Perez and Wallace",Maternity Home,461,48,22,24.892050373630628,3975
4589,"Gould, Wilson and Martin",Hospital,447,40,34,19.559534309574417,7195
4590,Yang PLC,Maternity Home,340,73,21,29.632520715187894,3504
4591,"Johnson, Crawford and Bauer",Clinic,488,41,9,5.438855272694538,2359
4592,Smith-Warren,Clinic,486,37,10,1.6300652947254897,7871
4593,"Richardson, Stephens and Barnes",Maternity Home,241,86,49,25.54639315610607,7019
4594,Ramirez PLC,Hospital,17,23,10,10.219693457878089,8582
4595,"Henderson, Brown and Baker",Maternity Home,343,55,45,12.994266283814929,8096
4596,"Howard, Morales and Calhoun",Hospital,272,36,30,27.77748104325483,7630
4597,Martinez and Sons,Maternity Home,424,26,33,13.276834674659476,6150
4598,Hudson Ltd,Maternity Home,270,5,2,9.010770382206672,6847
4599,Griffin PLC,Hospital,20,58,49,1.8789152878881974,3059
4600,Grant-Woods,Clinic,96,93,32,13.343766632182357,4626
4601,"Lopez, Gutierrez and Castro",Hospital,252,24,45,19.68305062573913,159
4602,Harris LLC,Maternity Home,23,62,17,8.148334226342866,9872
4603,Francis Group,Maternity Home,364,39,28,21.56160397936654,8422
4604,Watson PLC,Hospital,394,74,45,14.40009204617038,5626
4605,Rodriguez Ltd,Clinic,392,74,17,25.757408034271666,9918
4606,Richards-Smith,Hospital,418,65,14,4.935950421052107,4788
4607,Flores and Sons,Clinic,107,67,10,22.736681931625203,1681
4608,Solis-Lopez,Hospital,99,65,34,27.983322043688904,6303
4609,Mendoza-Lewis,Hospital,434,61,14,22.26779829123417,1296
4610,Hughes Ltd,Hospital,287,7,17,12.237526138376595,6825
4611,"Weaver, Lara and Thomas",Maternity Home,433,99,37,6.990627431634982,3877
4612,Hodge and Sons,Maternity Home,217,49,22,3.0411857592758724,2985
4613,Woods Inc,Hospital,41,19,18,19.306853962773193,4917
4614,"Martin, Sims and Gutierrez",Hospital,397,21,35,4.3713440364861365,1824
4615,"Ward, Perez and Baker",Maternity Home,65,19,48,25.165290067298834,2329
4616,Goodwin Inc,Clinic,295,9,18,28.826046546593776,8551
4617,Norman-Johnson,Clinic,366,90,30,4.16009642946308,9205
4618,"Barber, Brooks and Cole",Clinic,307,50,37,11.343983241115211,7782
4619,Goodman and Sons,Hospital,248,15,40,28.12443595353115,7974
4620,Mendez-Tyler,Maternity Home,409,68,6,14.174067007179048,5212
4621,Lucas-Campos,Maternity Home,405,96,15,16.108940085347445,2895
4622,Allen PLC,Clinic,315,18,35,22.450728369018467,2696
4623,Crawford-Jones,Hospital,348,43,26,6.394948986172013,4097
4624,"Johnson, Jones and Miller",Clinic,355,71,41,29.37655721538336,4042
4625,Mejia Inc,Maternity Home,10,59,27,23.448417577129742,5411
4626,Ramirez-Campbell,Clinic,381,46,30,4.9250637572838105,1270
4627,"Roman, Stark and Turner",Hospital,423,79,11,3.4209803573462785,1264
4628,"Jacobs, Calhoun and Wyatt",Maternity Home,310,98,24,28.055131386931794,6625
4629,Dixon-Hughes,Hospital,169,9,14,20.582331216318785,6798
4630,"Lawrence, Castro and Fleming",Maternity Home,17,56,23,1.2531624530812278,5637
4631,"Guerrero, Berry and Harrison",Hospital,29,26,9,4.34541789365088,848
4632,Holt LLC,Maternity Home,228,81,42,1.530094432252997,4885
4633,"Black, Welch and King",Maternity Home,127,48,47,29.225043021926034,2362
4634,Villa-Baxter,Hospital,133,89,18,14.985741886648386,2187
4635,"Palmer, Edwards and Bullock",Hospital,309,63,39,13.918238315990934,498
4636,Knight LLC,Hospital,126,29,19,28.677785108747795,2169
4637,Lee-Rogers,Clinic,39,25,5,15.188616264507521,6609
4638,"Jenkins, Baker and Coleman",Maternity Home,87,96,18,15.580869924095815,7134
4639,"Lopez, Austin and Buchanan",Maternity Home,313,68,33,29.524505184264676,7054
4640,"Phillips, Mcdaniel and Ward",Hospital,440,72,44,3.4318232807440965,2412
4641,"Tran, Harris and Ford",Maternity Home,186,97,38,29.574068423960895,9714
4642,"Thompson, Hardy and Walter",Hospital,80,51,13,5.053769204645085,664
4643,"Wright, George and Schultz",Maternity Home,108,39,49,14.240052762090047,967
4644,White-Holland,Hospital,236,91,9,10.194649020677916,8742
4645,Brooks-Myers,Hospital,307,11,26,28.66709533309873,9266
4646,"Nelson, Carroll and Medina",Maternity Home,47,60,1,14.616548933754684,4843
4647,Scott Inc,Hospital,408,56,12,0.7881340520462783,893
4648,Martinez-Bennett,Clinic,421,50,24,6.7285649153902645,9441
4649,"Riggs, Smith and Lopez",Clinic,97,13,1,12.981280177977414,2434
4650,Reilly-Gibson,Maternity Home,148,62,4,20.324073188106723,1191
4651,"Silva, Hill and Bradley",Maternity Home,258,27,7,16.900899650812978,1738
4652,Baker Group,Clinic,82,7,28,25.512287882724944,8846
4653,"Holden, Larson and Alvarez",Clinic,267,65,37,24.870164282184188,6028
4654,Edwards-Taylor,Clinic,74,13,5,17.75622808562158,337
4655,Ward Inc,Clinic,153,57,39,17.18231660006404,435
4656,Boone LLC,Clinic,296,72,32,8.417125008626149,1272
4657,Dunn LLC,Hospital,218,53,49,28.741385363335795,4583
4658,Bowers Ltd,Clinic,364,93,31,2.397854998386556,9693
4659,"Henderson, Williams and Keller",Clinic,314,74,44,11.971204727632355,6844
4660,Smith LLC,Clinic,151,52,15,19.858993099818246,5190
4661,"Ball, Mitchell and Allen",Clinic,29,86,3,28.37532669256283,1768
4662,Montgomery PLC,Clinic,327,11,49,15.095740134451969,805
4663,Reilly-Gomez,Clinic,488,35,46,26.887987862548,7866
4664,Hernandez PLC,Clinic,113,60,47,3.2335133620829772,4779
4665,"Stewart, Robinson and Shaffer",Clinic,185,65,47,15.994366824444638,3181
4666,Harris-Jensen,Clinic,255,96,15,9.549911736257062,2312
4667,Davis Ltd,Maternity Home,486,9,43,23.89133318103066,8721
4668,"Irwin, Nelson and Tucker",Hospital,207,34,18,13.405344875867367,2386
4669,Sanchez Group,Hospital,308,26,21,14.31004933559876,9781
4670,Allen PLC,Clinic,174,21,10,2.036984626288157,7143
4671,Mcclain and Sons,Maternity Home,179,14,21,13.196500831039845,1645
4672,Rodriguez-Allen,Hospital,351,75,26,2.5167780382801515,1593
4673,Graham-Valencia,Maternity Home,174,72,41,9.056907330901147,78
4674,Griffin-Hall,Clinic,6,46,3,3.8937559196193234,5659
4675,Ortiz Group,Maternity Home,138,31,1,10.10097964067703,5551
4676,Hernandez-Beasley,Clinic,131,11,21,6.898911509946103,2694
4677,"Christensen, Johnson and Hubbard",Hospital,50,27,11,8.626880622620533,6953
4678,Macias Group,Clinic,198,79,16,4.53673661901881,1339
4679,Clarke-Warren,Maternity Home,366,12,35,13.244267629138417,3295
4680,Smith-Romero,Maternity Home,213,12,21,14.977536556814734,5309
4681,Massey-Obrien,Hospital,300,9,41,25.115766025601026,6449
4682,Thomas-Jones,Hospital,62,75,11,16.210879539415902,4972
4683,"Vega, Jackson and Powell",Hospital,82,90,31,6.939850117216812,4875
4684,Edwards Group,Hospital,206,6,49,22.103281329296614,3926
4685,Wright-Roberts,Clinic,497,92,1,8.987677727673862,7915
4686,Gray Group,Maternity Home,293,55,41,22.716256741724788,2088
4687,Parks PLC,Hospital,494,70,32,11.676205340362442,9330
4688,Brewer Inc,Maternity Home,66,16,3,15.45888437132692,8871
4689,Marquez-Johnson,Clinic,272,51,32,15.162291485896851,7790
4690,"Reed, James and Henry",Clinic,130,59,42,28.67351159866885,8422
4691,"Griffin, Coleman and Kim",Hospital,484,30,5,4.694592923467456,2829
4692,Perez-Richardson,Hospital,53,49,43,28.162812396898488,2313
4693,Mendoza-Jackson,Hospital,92,66,37,16.90345876143198,6459
4694,"Newman, George and Patrick",Maternity Home,338,74,12,29.81128858295282,6772
4695,Werner LLC,Maternity Home,265,91,14,17.236834452959723,7683
4696,Hodges Inc,Maternity Home,183,6,44,19.725645671055652,5643
4697,"Moon, Davis and Dominguez",Hospital,73,30,9,22.512268672607796,8099
4698,Wright PLC,Hospital,371,18,7,24.67149646025816,9585
4699,Chavez-Carter,Maternity Home,420,86,16,14.379151931459342,3736
4700,Ramirez-Moon,Hospital,497,61,28,20.389957223819334,2025
4701,Ortiz and Sons,Hospital,437,36,7,18.48500157747198,7878
4702,"Jones, Wiggins and Oliver",Maternity Home,485,66,14,12.271901212467435,1661
4703,"Pena, Mueller and Mckay",Hospital,64,82,32,24.64184873077946,230
4704,"Thompson, Kelley and Mcmahon",Hospital,306,34,8,5.8542117412092205,9814
4705,Young and Sons,Clinic,456,17,27,5.097208270183585,6442
4706,"Marquez, Jones and Garcia",Maternity Home,253,44,3,22.119502613448795,1579
4707,Ferguson Group,Maternity Home,482,35,27,19.16081088009743,6030
4708,"Hodges, Cummings and Hernandez",Hospital,173,41,30,9.598047919537471,3788
4709,Sanchez Inc,Clinic,469,49,34,19.090384145044258,281
4710,Foley-Miranda,Maternity Home,455,90,26,23.142350933567204,2516
4711,"Li, Mason and Jacobson",Maternity Home,273,63,37,6.587288728339633,2456
4712,Taylor-Williams,Clinic,368,32,40,17.483684540964706,5994
4713,Bradford and Sons,Clinic,116,65,22,24.75751042547666,769
4714,"Flowers, Berry and Ramirez",Maternity Home,104,23,32,12.396032298949573,3087
4715,Gibson Ltd,Hospital,406,47,41,17.19492755640184,546
4716,Reeves and Sons,Clinic,219,63,2,2.448217557746814,6052
4717,"Obrien, Williams and Mcgrath",Hospital,487,20,47,24.931014956993877,4247
4718,Smith Group,Hospital,117,73,8,23.90417842977712,5934
4719,"Lindsey, Byrd and Foster",Clinic,101,48,42,13.742008144598895,6762
4720,"Barber, Oneal and Owens",Clinic,311,70,7,3.6655274646283047,14
4721,"Harding, Gomez and Jacobs",Hospital,122,14,19,19.84592364426677,9594
4722,"Monroe, Sullivan and King",Clinic,40,51,33,17.23210558240016,2255
4723,Jackson-Hodge,Hospital,341,23,2,27.59244893440693,5507
4724,Ballard and Sons,Clinic,363,88,3,8.466275041142934,1099
4725,Greene LLC,Hospital,294,97,28,1.0665612845964751,8117
4726,Wilson-Strong,Clinic,400,93,14,7.716714340427489,3205
4727,Bennett-Brooks,Clinic,393,85,15,12.894418683553585,8623
4728,Freeman-Christensen,Clinic,308,55,21,4.747788744195258,795
4729,Graham Ltd,Maternity Home,364,17,14,29.394074826040164,3967
4730,Cole PLC,Hospital,351,67,40,6.7494916770876525,8400
4731,"Taylor, Leon and Sanders",Clinic,128,20,18,20.368039544399405,2512
4732,Smith and Sons,Maternity Home,44,57,49,13.677969322046819,8016
4733,King-Ross,Hospital,145,39,39,16.69892085931756,580
4734,"Marshall, Khan and Ford",Maternity Home,30,63,20,27.987131771827354,7136
4735,Moyer-Sanchez,Clinic,146,43,1,15.993459865399128,2831
4736,Prince Inc,Clinic,356,71,9,9.226272047459439,6170
4737,Brooks-Bell,Maternity Home,399,77,9,6.702347794459673,7932
4738,Eaton-Wiggins,Clinic,426,65,43,26.770586814928723,9826
4739,George LLC,Clinic,340,54,38,29.60307946357927,4095
4740,"Arnold, Williams and Jarvis",Hospital,61,57,39,7.629781550959058,9713
4741,Jones-Rivera,Hospital,154,50,29,21.68581877028276,3482
4742,Weeks-Martin,Clinic,371,56,15,15.221999326385744,96
4743,Thomas Ltd,Clinic,404,33,20,20.98763163897621,3511
4744,"Nelson, Johnson and Robinson",Maternity Home,209,9,38,28.930015725842257,9724
4745,"Watson, West and Cook",Hospital,80,71,41,8.354993179795287,4876
4746,"Stevens, Howell and Mitchell",Maternity Home,470,78,30,22.22438486358324,5808
4747,Solis PLC,Clinic,289,99,47,13.194609637902264,615
4748,Stephenson Group,Maternity Home,214,79,26,19.610769989677323,7205
4749,Gallagher-Johnson,Hospital,498,85,6,12.258892284950662,7378
4750,"Chandler, Knight and Jones",Clinic,390,44,39,21.279245806962702,7024
4751,Fitzpatrick Group,Maternity Home,442,76,17,10.19129719199325,7935
4752,Guerrero-Gonzales,Maternity Home,262,6,6,14.701817418022879,8005
4753,"Reid, Thomas and Gill",Clinic,263,72,28,21.29292998255658,5563
4754,Davis Group,Hospital,481,66,9,1.3769332569785957,9252
4755,Foster-Williams,Hospital,188,84,27,9.90987698508891,9965
4756,Smith-Anderson,Hospital,332,62,35,16.43092260853981,5635
4757,Hudson-Butler,Maternity Home,15,89,46,2.3166418241930256,9859
4758,Simmons PLC,Clinic,464,73,6,21.124387452929223,5340
4759,Mooney-Clark,Hospital,164,62,4,24.417279999101737,7099
4760,Martin Inc,Clinic,264,39,16,4.983486555899588,7049
4761,Acosta-Buchanan,Maternity Home,397,18,23,22.030543731702398,5658
4762,Mcdonald and Sons,Clinic,92,19,48,19.421384029336956,8714
4763,"Snyder, Miller and Stevens",Clinic,373,10,23,12.385266518006846,923
4764,Jensen-Krause,Hospital,188,20,29,5.0331451481398055,4205
4765,Sosa-Scott,Clinic,20,91,41,28.65086303229722,4926
4766,"Kelley, Valenzuela and Harmon",Hospital,469,99,4,13.973928226127128,9397
4767,"Ortega, Rose and Contreras",Maternity Home,499,50,40,5.590939223326234,6486
4768,"Lawrence, Fleming and Drake",Hospital,248,67,40,21.573110948474238,7825
4769,Perez Inc,Hospital,90,16,24,18.276148870931443,9689
4770,Webb-Murphy,Hospital,203,45,6,24.504319898031348,4762
4771,"Turner, Kaufman and Esparza",Maternity Home,14,23,40,29.88329167990317,8521
4772,Crane LLC,Clinic,481,80,6,1.441528271739846,6700
4773,Rodriguez-Hernandez,Maternity Home,168,81,14,22.205541191933126,5356
4774,Richard and Sons,Maternity Home,28,6,14,29.67501358429096,1465
4775,Marshall and Sons,Hospital,68,24,45,16.193126004966732,2035
4776,Terry PLC,Clinic,316,99,47,21.499491421848685,3591
4777,Gutierrez-Ross,Clinic,242,13,35,13.28920439827072,6840
4778,"Rivera, Miller and Martin",Hospital,466,25,6,10.767534048854568,8695
4779,Fry-Bates,Hospital,466,12,23,20.924096945923438,6508
4780,Howe-Brown,Clinic,349,43,20,29.64387318281596,8681
4781,Briggs-Moore,Maternity Home,242,41,17,2.8408258289908876,7368
4782,Good-Cook,Hospital,26,33,20,12.721432264615968,3838
4783,Wilson-Young,Maternity Home,184,87,48,28.224502207620407,1427
4784,Reilly-Sanders,Clinic,310,39,6,3.472668947179464,1600
4785,Sullivan and Sons,Maternity Home,51,42,40,19.56290601525186,1835
4786,Sanchez-Ballard,Maternity Home,283,94,28,12.961927837833152,9233
4787,Moore-Murphy,Maternity Home,228,79,13,11.369083282628441,39
4788,Castaneda-Garcia,Hospital,222,39,29,6.362249245225761,2915
4789,Hogan Inc,Maternity Home,479,72,45,5.372394753465952,6439
4790,Fernandez Group,Maternity Home,241,7,20,15.536972320401826,8231
4791,Michael Ltd,Maternity Home,208,16,17,11.385372673447371,187
4792,"Hernandez, Williams and Ruiz",Maternity Home,343,36,35,14.797177077743115,8942
4793,Anderson LLC,Clinic,23,51,45,5.958530013116148,5058
4794,"Jennings, Serrano and Howard",Maternity Home,184,67,39,10.571032386911975,2832
4795,"Miller, Martin and Collins",Clinic,166,30,37,29.892888358511602,4558
4796,Williams PLC,Hospital,484,47,43,11.105317760637226,669
4797,Mcneil PLC,Clinic,289,81,23,12.44000394559995,5351
4798,Underwood and Sons,Maternity Home,65,48,18,0.6942942611849183,2754
4799,Prince Group,Maternity Home,89,42,36,11.486691325830835,5370
4800,Adams LLC,Clinic,39,33,20,22.925401099271596,4874
4801,"Copeland, Jones and Salazar",Maternity Home,494,59,7,15.516344202113592,3547
4802,Brown PLC,Maternity Home,9,56,36,19.74565794899185,4749
4803,Moore-Parsons,Hospital,80,23,42,16.7409089394251,182
4804,"Davis, Obrien and Barker",Maternity Home,257,39,1,3.2541827051902157,6146
4805,Long LLC,Maternity Home,11,52,49,10.031117303302812,3242
4806,"Martin, Kennedy and Chavez",Maternity Home,173,95,37,20.85756915231916,9169
4807,"Torres, Valdez and Briggs",Maternity Home,134,64,49,16.483373238567584,2924
4808,Roman-Young,Clinic,477,35,35,20.28133596295228,1446
4809,Wade-Clark,Clinic,142,7,41,10.869396598767297,7140
4810,Hernandez-Moore,Clinic,362,39,3,5.891303622341615,1309
4811,Brown Inc,Maternity Home,304,92,35,24.91143970230038,8572
4812,Rodriguez Group,Clinic,330,56,29,11.351404665792584,1856
4813,Hernandez Inc,Clinic,95,75,9,19.684828723089563,8748
4814,Townsend-Watts,Clinic,167,55,37,11.4992662518225,4668
4815,"Allen, Olson and Ortiz",Clinic,322,60,42,27.824881362568522,9415
4816,"Barnett, Powers and Daniel",Clinic,462,25,47,29.75898550728206,109
4817,Pineda-Clark,Hospital,257,5,25,19.50297113950674,8257
4818,Douglas-Diaz,Hospital,205,57,12,18.10432115124947,6035
4819,Lee-Jones,Maternity Home,24,10,38,25.240726689638446,7853
4820,Randall LLC,Hospital,233,86,7,15.535330678016523,9625
4821,Lopez-Jimenez,Hospital,167,66,7,26.098226425634905,5721
4822,"Levy, Bowers and Huffman",Clinic,169,93,4,12.44685481264492,3928
4823,Anderson-Murphy,Hospital,236,83,45,1.0537229391318699,2498
4824,"Henderson, Edwards and Sexton",Clinic,332,51,47,27.80505109739626,2977
4825,"Parrish, White and Booth",Hospital,242,54,31,21.673701285545,741
4826,Best Group,Clinic,124,86,39,15.37193691599224,471
4827,Tucker LLC,Hospital,442,35,10,28.352322764186276,1666
4828,Williams and Sons,Maternity Home,355,68,48,26.6143645331565,3991
4829,Hunt Group,Maternity Home,387,33,23,3.3419367207666784,8302
4830,Solomon-Le,Clinic,373,19,26,18.76948360150598,4390
4831,Johnson-Smith,Clinic,111,62,23,16.18931371830654,2263
4832,Dawson-Mcbride,Maternity Home,254,27,29,23.316565774812762,960
4833,Rogers-Garcia,Clinic,340,42,8,9.09296116781841,1560
4834,"Harris, Hernandez and Becker",Clinic,288,45,19,0.342658007767346,9309
4835,"Manning, Hill and Myers",Clinic,202,79,29,5.643448072186214,681
4836,"Chaney, Salazar and Salazar",Clinic,420,19,43,6.407123460619441,9244
4837,Carrillo-Simon,Hospital,224,91,6,8.81334951521645,3774
4838,Gibson Ltd,Hospital,399,7,29,11.174746164435318,4992
4839,"Payne, Ryan and Campos",Maternity Home,430,87,24,21.22598833850409,1951
4840,Mitchell Inc,Maternity Home,155,5,10,2.3199217616310497,4695
4841,Lawrence-Hanna,Clinic,290,92,14,14.64776354226265,7058
4842,Wells Group,Clinic,269,79,6,15.009446073058324,4763
4843,Sloan-Lynch,Maternity Home,224,98,4,18.514506588253234,2068
4844,Leblanc PLC,Maternity Home,220,15,15,9.385368973048903,8149
4845,Cole LLC,Clinic,319,64,37,7.867687975630911,9564
4846,"Phelps, Montoya and Barnett",Hospital,160,69,48,14.568158829841975,7357
4847,"King, Baker and Schmidt",Hospital,220,80,39,19.82227886893461,6509
4848,Walker Group,Maternity Home,339,8,28,1.4333029317489714,1993
4849,Sanders Group,Clinic,363,29,2,8.878097065366399,3232
4850,Benjamin LLC,Clinic,118,76,13,23.640578416503725,2514
4851,"Olsen, Payne and Butler",Clinic,165,83,2,14.577267306403296,1862
4852,"Oneill, Oconnor and Wang",Hospital,307,47,41,28.55959152168963,5946
4853,Mack-Alvarado,Maternity Home,102,98,32,26.039497705095336,9414
4854,Zhang-Lewis,Maternity Home,410,44,5,10.383954863189654,5329
4855,"Tran, Chan and Wyatt",Maternity Home,161,89,3,21.81550276530731,2314
4856,Castro-Murphy,Hospital,166,99,2,8.301823736057793,770
4857,"Douglas, Smith and Jordan",Clinic,46,95,14,5.341365046816596,7137
4858,Lucas-Potts,Clinic,184,48,40,26.44250895674797,3563
4859,Garcia Ltd,Hospital,307,76,44,10.572453473141179,9625
4860,"Scott, Sandoval and Powers",Maternity Home,334,63,49,6.1821994757921575,1360
4861,Martin-Simmons,Clinic,55,27,29,28.95279733949992,1257
4862,"Martin, Davis and Huynh",Hospital,256,66,48,1.027761308086019,7884
4863,Cuevas-Holt,Maternity Home,433,27,38,11.070290556323098,8265
4864,"Jones, Mcgrath and Marks",Hospital,354,62,6,1.248695036453985,5121
4865,Mckay Inc,Maternity Home,124,59,34,15.172598878060716,9375
4866,Sanford-Wilson,Maternity Home,79,37,8,12.095145092062637,5629
4867,Morgan-Mason,Hospital,166,81,46,21.647999275412452,8675
4868,"Marshall, Martinez and Contreras",Hospital,153,67,2,28.62563121187157,9432
4869,Floyd-Kelly,Maternity Home,127,64,26,15.638696290395128,2243
4870,Gomez Group,Clinic,145,65,17,8.633447365631438,8595
4871,Gardner LLC,Maternity Home,186,84,24,26.178051600307278,6148
4872,"Smith, Sloan and Brock",Hospital,413,80,31,18.175739444492873,765
4873,Gay and Sons,Clinic,382,65,16,16.649187931818517,7964
4874,Peterson PLC,Clinic,281,99,21,5.7383823815584245,1836
4875,"Nichols, Mendoza and Middleton",Maternity Home,261,73,38,1.3136862527861792,8996
4876,"Bell, Peterson and Price",Hospital,446,93,26,13.896007850496574,6069
4877,Garcia-Hunt,Maternity Home,329,25,17,15.888603115723274,3003
4878,Lewis-Lee,Clinic,249,7,46,3.9001023752615773,7127
4879,"Webb, Willis and Terry",Hospital,90,52,42,1.8759592070288975,2820
4880,"Perez, Sandoval and Durham",Clinic,75,14,4,6.560802458567151,3125
4881,Grant-Ellis,Maternity Home,273,91,43,1.9866396305107195,3196
4882,Day-Gonzalez,Clinic,497,85,48,1.7785341787222748,8502
4883,Johnson and Sons,Hospital,184,46,4,13.3805702596909,6996
4884,Duncan Inc,Maternity Home,283,93,19,24.32630114238684,6842
4885,"Peck, Wong and Perry",Hospital,153,70,38,19.953248007149174,6157
4886,Montes Group,Hospital,10,95,25,20.414468352618865,2257
4887,Anderson Inc,Clinic,152,50,8,7.946853256672396,435
4888,"Meyer, Miranda and Watkins",Hospital,336,13,18,0.43201512970546174,8079
4889,Snyder-Ferrell,Hospital,172,53,18,13.574333081282075,6020
4890,"Juarez, Wilson and Cochran",Maternity Home,13,8,48,11.3760121410077,850
4891,"Stewart, Collins and Short",Clinic,182,64,7,28.422326478024633,8299
4892,Williams-Rodriguez,Hospital,288,94,17,2.2533834201424723,2672
4893,Ortega-Murillo,Maternity Home,399,33,3,23.31493775315182,8312
4894,"Green, Gray and Hernandez",Clinic,120,90,22,11.623943709546545,6211
4895,Atkinson-Zavala,Maternity Home,100,51,15,24.905632841336363,8145
4896,"Cox, Jimenez and Rodgers",Maternity Home,335,81,31,14.897746100180102,5817
4897,Johnson-Zavala,Hospital,348,91,36,24.63300407550417,5789
4898,Lopez-Davis,Maternity Home,60,67,26,14.058766207776044,2162
4899,Velazquez PLC,Maternity Home,211,35,48,12.115599304822316,3717
4900,"York, Cox and Davis",Hospital,109,55,14,28.914884109033114,8952
4901,Tate-Flores,Clinic,39,45,17,11.128857015393958,1647
4902,White and Sons,Clinic,213,40,9,24.17847082201729,8424
4903,"Mcbride, Hall and Hill",Clinic,285,44,7,2.1042748089591212,9787
4904,"Fischer, Durham and Miller",Clinic,373,99,46,1.9731936794496308,562
4905,"Dunn, Ray and Vaughn",Clinic,359,64,27,13.19943499180752,6460
4906,Escobar-Barrett,Hospital,151,19,28,17.608548187090175,1807
4907,Woodard Inc,Clinic,493,82,12,18.295136244957593,876
4908,Ellison-Fisher,Clinic,291,92,17,1.1879439840118224,6515
4909,"Cook, Figueroa and Taylor",Clinic,85,34,9,20.93252462473289,9831
4910,Rush PLC,Maternity Home,54,34,44,3.984787403202781,9185
4911,Rodriguez Group,Hospital,91,31,44,28.66481490139368,3736
4912,Harrison LLC,Maternity Home,195,44,8,10.073107764845489,9749
4913,Weaver-Baker,Maternity Home,307,82,27,7.917206441410295,4354
4914,"Ayers, Jacobson and Wright",Maternity Home,5,49,42,8.808853919344573,2477
4915,Jackson-Wong,Maternity Home,385,79,12,28.126867866785044,7762
4916,"Haynes, Garcia and Burnett",Hospital,446,51,37,14.536952194485536,677
4917,Robinson-Erickson,Hospital,142,94,20,13.096924542697982,6807
4918,Rojas Ltd,Maternity Home,140,60,1,17.020356721646927,3757
4919,"Allen, Russell and Maldonado",Clinic,366,58,9,27.929780900925213,8617
4920,Ray-Blair,Clinic,385,89,47,9.31936190159826,1601
4921,Vasquez and Sons,Maternity Home,158,13,24,5.506518310697121,5882
4922,Jordan PLC,Maternity Home,166,69,34,17.905178890159362,1341
4923,"Price, Bryan and Carter",Clinic,23,74,36,14.80107569140891,8822
4924,Sullivan PLC,Hospital,466,5,4,1.9528511384997407,3009
4925,Bartlett-Roberts,Clinic,332,90,29,15.705926013536489,2066
4926,Jensen Inc,Maternity Home,247,17,23,16.916294497888764,7935
4927,"Fisher, Wong and Jimenez",Hospital,133,42,35,20.855103244318688,168
4928,Sullivan and Sons,Clinic,180,49,16,29.86670817981271,8209
4929,"King, Anderson and Lopez",Clinic,413,44,8,12.70527036017735,7053
4930,"Carpenter, Coffey and Wright",Maternity Home,284,99,27,15.355077862323178,1546
4931,"Williams, Bolton and Mcgee",Maternity Home,435,19,39,2.3425691295578095,1531
4932,"Jones, Foster and Sanford",Hospital,88,54,12,24.964483220346,3814
4933,Chung-Andrews,Clinic,380,6,44,3.0348583384936334,1498
4934,"Clark, Rodriguez and Horton",Clinic,226,57,4,28.021517666572862,543
4935,Rodriguez-Clark,Maternity Home,329,99,47,10.520160225116,8919
4936,Thomas Ltd,Clinic,455,30,25,10.193715793681987,379
4937,Melton LLC,Hospital,420,70,6,9.925408522778719,4436
4938,Gray-Stone,Maternity Home,149,79,3,28.51963891539299,4303
4939,Ramos-Harris,Clinic,449,37,39,29.405223422894156,6283
4940,"Thomas, Price and Lopez",Clinic,110,86,24,29.199888460920846,9038
4941,"Hodge, Bates and Burns",Clinic,329,89,21,21.17313578512925,3853
